onset	duration	trial_type	stop_signal_delay	response_time	response_accuracy	response_hand	sex
0.5796	0.5083	go	n/a	0.827	incorrect	left	female
4.5878	0.5083	succesful_stop	0.2	n/a	n/a	right	female
8.596	0.5083	unsuccesful_stop	0.25	0.739	correct	left	male
12.6042	0.5084	go	n/a	0.77	correct	left	male
17.1125	0.5083	go	n/a	0.602	correct	left	male
20.1291	0.5083	go	n/a	0.747	correct	right	female
25.6289	0.5083	go	n/a	0.643	correct	left	male
32.6454	0.5083	go	n/a	0.717	correct	right	female
36.162	0.5083	go	n/a	0.843	correct	left	male
40.6618	0.5084	go	n/a	0.745	correct	left	male
45.1701	0.5083	go	n/a	0.731	correct	left	male
49.1783	0.5083	go	n/a	0.714	correct	left	male
53.1865	0.5083	succesful_stop	0.3	n/a	n/a	right	male
56.6948	0.5083	go	n/a	0.577	correct	right	female
60.703	0.5083	succesful_stop	0.35	n/a	n/a	right	male
64.7112	0.5083	go	n/a	0.735	correct	left	male
69.7194	0.5083	go	n/a	0.7	correct	left	male
73.7276	0.5084	succesful_stop	0.4	n/a	n/a	right	female
81.2441	0.5083	go	n/a	0.876	correct	right	female
84.7524	0.5083	go	n/a	0.756	correct	right	female
88.2689	0.5083	go	n/a	0.738	correct	left	male
97.277	0.5083	go	n/a	0.789	incorrect	left	female
101.2853	0.5083	unsuccesful_stop	0.45	0.641	correct	left	male
104.3018	0.5084	go	n/a	0.664	incorrect	left	female
108.8017	0.5083	go	n/a	0.622	correct	left	male
112.81	0.5083	succesful_stop	0.5	n/a	n/a	right	female
116.3265	0.5083	unsuccesful_stop	0.55	0.755	incorrect	left	female
120.3348	0.5083	go	n/a	0.91	correct	right	female
125.3346	0.5083	go	n/a	0.842	correct	right	female
129.8428	0.5084	go	n/a	0.767	correct	left	male
133.8511	0.5083	go	n/a	0.79	correct	left	male
136.3677	0.5083	succesful_stop	0.6	n/a	n/a	right	female
141.3675	0.5084	succesful_stop	0.65	n/a	n/a	right	female
148.3924	0.5083	go	n/a	0.868	correct	right	female
153.3922	0.5083	go	n/a	0.805	correct	right	female
156.9005	0.5083	go	n/a	0.863	correct	left	male
160.417	0.5084	go	n/a	0.763	correct	right	female
165.9169	0.5083	unsuccesful_stop	0.7	0.752	correct	right	female
169.9251	0.5083	go	n/a	0.822	correct	right	female
173.9334	0.5083	go	n/a	0.772	correct	right	female
176.9416	0.5083	unsuccesful_stop	0.75	0.845	correct	left	male
181.4498	0.5083	unsuccesful_stop	0.8	0.797	correct	left	male
184.4664	0.5083	go	n/a	0.968	incorrect	left	female
189.9663	0.5083	go	n/a	0.881	correct	right	female
192.9745	0.5083	go	n/a	0.9	correct	right	female
197.4827	0.5083	unsuccesful_stop	0.85	0.836	correct	left	male
201.491	0.5083	go	n/a	1.043	correct	left	male
205.9992	0.5083	go	n/a	0.91	incorrect	left	female
210.0074	0.5083	go	n/a	0.866	incorrect	left	female
218.0239	0.5083	go	n/a	0.881	correct	right	female
224.5487	0.5083	go	n/a	0.798	correct	right	female
230.0485	0.5084	go	n/a	0.808	incorrect	left	female
233.0568	0.5083	go	n/a	0.773	correct	right	female
237.565	0.5083	go	n/a	0.874	incorrect	left	female
241.5732	0.5084	go	n/a	0.828	correct	left	male
245.5815	0.5083	go	n/a	0.767	correct	left	male
249.5897	0.5083	unsuccesful_stop	0.9	0.86	correct	right	female
253.0979	0.5084	go	n/a	0.847	correct	left	male
257.6062	0.5083	unsuccesful_stop	0.9	0.759	correct	left	male
262.1144	0.5083	go	n/a	0.888	correct	right	female
266.1226	0.5083	go	n/a	0.982	correct	left	male
270.1308	0.5083	go	n/a	0.81	correct	right	female
272.6474	0.5083	go	n/a	0.925	correct	right	female
278.1473	0.5083	go	n/a	0.836	correct	right	female
281.1555	0.5084	go	n/a	0.878	correct	left	male
286.1637	0.5083	go	n/a	0.841	correct	left	male
289.672	0.5083	go	n/a	0.78	correct	left	male
293.1802	0.5083	go	n/a	0.816	correct	left	male
297.6884	0.5083	go	n/a	0.773	correct	left	male
301.6967	0.5083	go	n/a	0.741	correct	left	male
304.7132	0.5084	go	n/a	0.829	correct	right	female
309.7131	0.5083	go	n/a	0.874	incorrect	left	female
313.2214	0.5083	go	n/a	0.904	correct	left	male
316.7379	0.5083	unsuccesful_stop	0.85	0.795	correct	right	female
322.2378	0.5083	unsuccesful_stop	0.8	0.796	correct	left	male
325.746	0.5083	go	n/a	0.991	correct	right	female
329.7543	0.5083	go	n/a	1.065	incorrect	left	female
333.2625	0.5083	go	n/a	0.987	correct	left	male
337.7707	0.5083	unsuccesful_stop	0.75	0.858	incorrect	left	female
342.2789	0.5083	go	n/a	0.81	correct	left	male
344.7955	0.5083	succesful_stop	0.7	n/a	n/a	right	male
353.8036	0.5083	go	n/a	0.97	correct	left	male
357.8118	0.5084	go	n/a	0.888	correct	right	female
361.8201	0.5083	go	n/a	0.864	correct	left	male
366.3283	0.5083	succesful_stop	0.65	n/a	n/a	right	female
369.8365	0.5084	succesful_stop	0.6	n/a	n/a	right	male
373.8448	0.5083	succesful_stop	0.55	n/a	n/a	right	male
378.353	0.5083	succesful_stop	0.55	n/a	n/a	right	male
381.3612	0.5083	go	n/a	n/a	miss	right	female
387.3777	0.5084	go	n/a	0.867	correct	right	female
390.8943	0.5083	go	n/a	0.934	correct	left	male
395.3942	0.5083	go	n/a	0.863	correct	left	male
398.9108	0.5083	go	n/a	0.781	correct	right	female
402.919	0.5083	succesful_stop	0.6	n/a	n/a	right	male
408.4188	0.5084	go	n/a	0.987	incorrect	left	female
411.4271	0.5083	go	n/a	0.992	incorrect	left	female
415.4353	0.5084	go	n/a	0.843	correct	left	male
420.4435	0.5084	unsuccesful_stop	0.65	0.76	correct	left	male
424.4518	0.5083	succesful_stop	0.7	n/a	n/a	right	female
427.96	0.5083	go	n/a	0.951	correct	left	male
