onset	duration	trial_type	stop_signal_delay	response_time	response_accuracy	response_hand	sex
1.5508	0.5083	go	n/a	1.408	correct	right	female
4.559	0.5084	go	n/a	0.77	correct	right	female
9.0672	0.5084	succesful_stop	0.2	n/a	n/a	right	male
12.0838	0.5083	go	n/a	0.849	correct	left	male
20.5919	0.5083	go	n/a	0.893	correct	left	male
24.1085	0.5083	go	n/a	0.922	correct	left	male
29.1083	0.5083	go	n/a	0.777	correct	left	male
33.1165	0.5084	go	n/a	0.914	correct	right	female
36.6248	0.5083	go	n/a	0.792	correct	right	female
41.133	0.5083	go	n/a	0.854	incorrect	right	male
44.1496	0.5083	succesful_stop	0.25	n/a	n/a	right	female
49.1494	0.5083	go	n/a	0.842	correct	right	female
52.166	0.5083	go	n/a	0.953	correct	right	female
56.6659	0.5083	succesful_stop	0.3	n/a	n/a	right	male
60.1824	0.5084	succesful_stop	0.35	n/a	n/a	right	female
65.1823	0.5083	succesful_stop	0.4	n/a	n/a	right	male
68.1989	0.5083	go	n/a	0.936	correct	left	male
72.6987	0.5084	go	n/a	0.864	correct	left	male
77.7069	0.5083	go	n/a	0.932	correct	left	male
80.7152	0.5083	go	n/a	0.967	correct	right	female
84.2317	0.5084	go	n/a	0.796	correct	left	male
88.7316	0.5083	go	n/a	0.907	incorrect	left	female
93.2398	0.5083	go	n/a	0.855	correct	right	female
96.748	0.5084	go	n/a	0.969	correct	left	male
104.7645	0.5083	go	n/a	1.373	correct	left	male
109.2727	0.5083	succesful_stop	0.45	n/a	n/a	right	female
113.2809	0.5083	unsuccesful_stop	0.5	0.739	correct	right	female
117.2891	0.5083	go	n/a	0.793	correct	right	female
121.2973	0.5083	succesful_stop	0.55	n/a	n/a	right	male
125.8055	0.5084	succesful_stop	0.6	n/a	n/a	right	male
129.8138	0.5083	go	n/a	1.004	correct	left	male
132.3303	0.5084	go	n/a	1.81	correct	left	male
137.3302	0.5083	unsuccesful_stop	0.65	0.649	correct	left	male
140.8384	0.5084	unsuccesful_stop	0.7	0.697	correct	left	male
145.8466	0.5083	go	n/a	0.755	correct	left	male
148.8549	0.5083	go	n/a	0.765	correct	right	female
156.3796	0.5084	go	n/a	1.248	correct	left	male
161.8795	0.5083	go	n/a	0.807	correct	right	female
164.3961	0.5083	go	n/a	0.877	incorrect	right	male
168.4043	0.5083	go	n/a	0.93	correct	right	female
172.9042	0.5083	succesful_stop	0.75	n/a	n/a	right	female
176.4207	0.5084	go	n/a	1.324	correct	left	male
180.9206	0.5083	succesful_stop	0.8	n/a	n/a	right	female
185.9288	0.5083	succesful_stop	0.85	n/a	n/a	right	female
189.937	0.5083	succesful_stop	0.9	n/a	n/a	right	male
193.9452	0.5084	go	n/a	1.345	correct	right	female
196.4618	0.5083	succesful_stop	0.95	n/a	n/a	right	female
201.9617	0.5083	succesful_stop	1.0	n/a	n/a	right	male
204.4783	0.5083	go	n/a	n/a	miss	right	male
211.9864	0.5083	go	n/a	0.931	incorrect	right	male
214.9946	0.5083	go	n/a	0.856	correct	right	female
219.0028	0.5084	go	n/a	0.676	correct	left	male
223.511	0.5084	go	n/a	0.146	correct	left	male
227.5193	0.5083	go	n/a	0.929	correct	right	female
230.5358	0.5084	go	n/a	1.13	correct	right	female
234.5441	0.5083	go	n/a	0.797	correct	right	female
238.5523	0.5083	go	n/a	0.638	correct	right	female
243.5521	0.5084	go	n/a	0.784	incorrect	right	male
248.0603	0.5083	unsuccesful_stop	1.05	0.743	correct	left	male
251.5686	0.5083	unsuccesful_stop	1.1	1.125	correct	right	female
254.5851	0.5084	go	n/a	1.223	correct	left	male
259.085	0.5083	go	n/a	1.229	incorrect	right	male
266.6098	0.5083	go	n/a	n/a	miss	right	female
273.1179	0.5084	go	n/a	1.607	correct	right	female
276.6345	0.5083	go	n/a	0.822	correct	right	female
281.6344	0.5083	go	n/a	0.703	correct	left	male
285.1426	0.5083	unsuccesful_stop	1.15	0.652	correct	right	female
289.6508	0.5083	go	n/a	1.09	incorrect	right	male
294.159	0.5083	go	n/a	0.858	correct	left	male
297.6672	0.5083	succesful_stop	1.2	n/a	n/a	right	male
302.1754	0.5084	unsuccesful_stop	1.25	0.795	correct	left	male
304.692	0.5083	unsuccesful_stop	1.3	0.51	correct	left	male
312.7085	0.5083	go	n/a	n/a	miss	right	male
319.7166	0.5083	unsuccesful_stop	1.35	1.489	correct	right	female
323.7248	0.5083	go	n/a	0.83	correct	right	female
327.733	0.5083	go	n/a	0.691	correct	right	female
332.2412	0.5083	go	n/a	0.864	correct	right	female
335.7495	0.5083	go	n/a	0.807	correct	left	male
338.766	0.5084	unsuccesful_stop	1.4	0.714	correct	right	female
343.7659	0.5083	go	n/a	0.843	correct	right	female
351.2823	0.5084	go	n/a	0.842	correct	right	female
356.2905	0.5084	go	n/a	0.774	correct	left	male
360.2988	0.5083	go	n/a	1.435	correct	right	female
362.8153	0.5084	unsuccesful_stop	1.45	1.938	correct	left	male
366.8236	0.5083	unsuccesful_stop	1.5	0.989	correct	right	female
371.8234	0.5083	unsuccesful_stop	1.55	1.144	incorrect	left	female
374.84	0.5083	go	n/a	0.931	correct	left	male
378.8482	0.5083	go	n/a	n/a	miss	right	male
389.8646	0.5083	go	n/a	1.465	correct	right	female
394.3728	0.5083	unsuccesful_stop	1.6	0.857	correct	right	female
396.8894	0.5083	go	n/a	0.975	correct	right	female
400.8976	0.5083	unsuccesful_stop	1.65	0.772	correct	right	female
405.8974	0.5084	go	n/a	1.211	correct	right	female
409.9056	0.5084	unsuccesful_stop	1.7	0.953	correct	left	male
