onset	duration	trial_type	stop_signal_delay	response_time	response_accuracy	response_hand	sex
1.5519	0.5083	succesful_stop	0.2	n/a	n/a	right	female
8.0768	0.5083	succesful_stop	0.25	n/a	n/a	right	female
12.0851	0.5083	go	n/a	0.464	correct	left	male
16.585	0.5083	go	n/a	0.746	correct	right	female
20.1016	0.5084	go	n/a	0.897	correct	right	female
25.1016	0.5083	go	n/a	0.847	correct	right	female
28.6098	0.5084	go	n/a	0.671	correct	left	male
32.1265	0.5083	succesful_stop	0.3	n/a	n/a	right	male
36.6264	0.5083	go	n/a	0.678	correct	right	female
40.143	0.5083	go	n/a	0.609	correct	left	male
44.1513	0.5083	succesful_stop	0.35	n/a	n/a	right	female
48.6512	0.5083	go	n/a	0.649	correct	left	male
53.1595	0.5083	go	n/a	1.052	correct	right	female
57.1678	0.5083	unsuccesful_stop	0.4	0.612	correct	right	female
60.676	0.5084	go	n/a	0.611	correct	left	male
65.1843	0.5083	go	n/a	0.739	correct	left	male
68.6926	0.5083	succesful_stop	0.45	n/a	n/a	right	female
73.2009	0.5083	go	n/a	0.425	correct	left	male
77.7091	0.5083	go	n/a	0.711	correct	left	male
81.2174	0.5083	succesful_stop	0.5	n/a	n/a	right	male
84.7257	0.5083	unsuccesful_stop	0.55	0.749	correct	left	male
89.734	0.5083	go	n/a	0.78	correct	right	female
93.2422	0.5084	go	n/a	0.821	correct	left	male
97.7505	0.5083	go	n/a	0.761	correct	right	female
100.7588	0.5083	go	n/a	0.86	correct	right	female
104.2754	0.5083	go	n/a	0.875	correct	right	female
108.2837	0.5083	unsuccesful_stop	0.6	0.789	correct	right	female
112.7836	0.5083	go	n/a	1.044	incorrect	left	female
116.3002	0.5084	unsuccesful_stop	0.65	1.138	incorrect	left	female
120.8002	0.5083	go	n/a	0.952	correct	left	male
124.3168	0.5083	go	n/a	1.02	correct	right	female
129.8167	0.5083	go	n/a	1.016	correct	right	female
133.325	0.5083	go	n/a	0.925	correct	left	male
136.8333	0.5083	unsuccesful_stop	0.7	0.908	correct	left	male
141.3415	0.5084	succesful_stop	0.75	n/a	n/a	right	female
144.8498	0.5083	go	n/a	1.106	correct	left	male
