onset	duration	trial_type	stop_signal_delay	response_time	response_accuracy	response_hand	sex
1.0614	0.5083	succesful_stop	0.2	n/a	n/a	right	female
5.5696	0.5083	succesful_stop	0.25	n/a	n/a	right	female
9.0779	0.5083	go	n/a	0.765	correct	right	female
12.5861	0.5083	go	n/a	0.996	correct	right	female
16.1027	0.5083	go	n/a	0.883	correct	right	female
21.6026	0.5083	go	n/a	0.746	correct	left	male
29.6191	0.5083	succesful_stop	0.3	n/a	n/a	right	male
33.6273	0.5083	succesful_stop	0.35	n/a	n/a	right	male
37.6355	0.5084	go	n/a	0.85	correct	right	female
40.1522	0.5083	succesful_stop	0.4	n/a	n/a	right	female
45.652	0.5084	succesful_stop	0.45	n/a	n/a	right	female
49.1603	0.5083	succesful_stop	0.5	n/a	n/a	right	female
56.6768	0.5083	go	n/a	0.843	incorrect	left	female
61.185	0.5083	go	n/a	0.798	correct	left	male
64.2016	0.5083	go	n/a	0.94	correct	left	male
69.7015	0.5083	go	n/a	0.848	correct	left	male
73.2097	0.5083	go	n/a	0.911	correct	right	female
77.718	0.5083	go	n/a	0.814	correct	left	male
80.2346	0.5083	go	n/a	0.921	correct	right	female
84.2428	0.5083	go	n/a	0.872	correct	left	male
88.7427	0.5083	go	n/a	0.985	incorrect	left	female
92.7509	0.5084	go	n/a	0.908	correct	left	male
97.2592	0.5083	succesful_stop	0.55	n/a	n/a	right	male
101.2674	0.5083	go	n/a	0.881	correct	left	male
104.7757	0.5083	go	n/a	0.892	correct	right	female
109.7839	0.5083	go	n/a	0.897	correct	right	female
117.3004	0.5083	succesful_stop	0.6	n/a	n/a	right	male
120.317	0.5083	succesful_stop	0.65	n/a	n/a	right	female
125.3169	0.5083	go	n/a	0.93	correct	left	male
129.3251	0.5083	go	n/a	0.996	correct	right	female
132.3417	0.5083	succesful_stop	0.7	n/a	n/a	right	female
137.3416	0.5083	go	n/a	0.982	incorrect	left	female
140.3582	0.5083	go	n/a	0.936	correct	right	female
144.3664	0.5083	go	n/a	0.836	correct	left	male
149.8663	0.5083	unsuccesful_stop	0.75	0.853	correct	left	male
152.3829	0.5083	go	n/a	1.301	correct	left	male
156.8828	0.5083	go	n/a	0.921	correct	left	male
161.391	0.5083	go	n/a	0.83	correct	right	female
164.8993	0.5083	go	n/a	0.94	correct	left	male
168.4159	0.5083	go	n/a	1.001	correct	right	female
173.9157	0.5084	unsuccesful_stop	0.8	0.879	correct	right	female
177.424	0.5083	unsuccesful_stop	0.85	0.929	correct	left	male
181.9322	0.5083	go	n/a	1.074	incorrect	left	female
185.4405	0.5083	go	n/a	1.055	correct	left	male
189.4487	0.5083	succesful_stop	0.9	n/a	n/a	right	male
192.957	0.5083	succesful_stop	0.95	n/a	n/a	right	female
200.4818	0.5083	succesful_stop	1.0	n/a	n/a	right	male
209.9899	0.5083	go	n/a	1.142	correct	right	female
213.4982	0.5083	succesful_stop	1.05	n/a	n/a	right	female
221.0146	0.5084	unsuccesful_stop	1.1	0.968	correct	left	male
225.0229	0.5083	go	n/a	1.338	correct	left	male
230.0311	0.5083	succesful_stop	1.15	n/a	n/a	right	female
237.0476	0.5083	go	n/a	1.394	correct	left	male
241.5558	0.5084	go	n/a	1.549	correct	left	male
250.0723	0.5083	go	n/a	1.104	correct	left	male
253.0806	0.5083	unsuccesful_stop	1.2	1.347	correct	right	female
257.5888	0.5083	succesful_stop	1.25	n/a	n/a	right	male
262.097	0.5083	go	n/a	1.462	correct	left	male
264.6136	0.5084	go	n/a	1.687	correct	right	female
269.6135	0.5083	go	n/a	1.75	correct	right	female
272.6301	0.5083	succesful_stop	1.3	n/a	n/a	right	male
280.6466	0.5083	go	n/a	1.598	correct	right	female
285.1465	0.5083	go	n/a	1.625	correct	left	male
289.1547	0.5084	go	n/a	1.98	correct	right	female
293.163	0.5083	go	n/a	1.763	correct	right	female
298.1712	0.5083	go	n/a	1.733	correct	left	male
300.6878	0.5083	succesful_stop	1.35	n/a	n/a	right	male
304.696	0.5084	go	n/a	1.569	correct	right	female
308.7043	0.5083	go	n/a	1.666	correct	left	male
313.2042	0.5083	succesful_stop	1.4	n/a	n/a	right	female
318.2124	0.5083	go	n/a	1.681	correct	right	female
325.7289	0.5083	succesful_stop	1.45	n/a	n/a	right	female
329.2371	0.5084	go	n/a	1.594	correct	right	female
333.7454	0.5083	go	n/a	1.652	correct	left	male
338.2536	0.5083	go	n/a	1.926	incorrect	left	female
346.2701	0.5083	go	n/a	1.602	correct	right	female
350.2783	0.5083	go	n/a	1.786	correct	right	female
353.7866	0.5083	unsuccesful_stop	1.5	1.618	correct	left	male
357.2948	0.5083	succesful_stop	1.55	n/a	n/a	right	male
360.8114	0.5083	go	n/a	1.915	correct	left	male
365.8113	0.5083	go	n/a	1.782	correct	right	female
369.8195	0.5084	succesful_stop	1.6	n/a	n/a	right	male
373.3278	0.5083	go	n/a	1.653	correct	left	male
377.336	0.5083	go	n/a	1.796	correct	left	male
381.3443	0.5083	go	n/a	1.786	correct	left	male
385.8525	0.5083	go	n/a	2.324	correct	left	male
390.3607	0.5083	unsuccesful_stop	1.65	1.619	correct	right	female
394.369	0.5083	go	n/a	1.971	correct	right	female
398.3772	0.5083	go	n/a	1.954	correct	left	male
400.8938	0.5083	succesful_stop	1.7	n/a	n/a	right	male
410.4019	0.5083	unsuccesful_stop	1.75	1.622	correct	left	male
414.4102	0.5083	succesful_stop	1.8	n/a	n/a	right	female
417.4184	0.5083	go	n/a	2.094	correct	left	male
422.4266	0.5084	unsuccesful_stop	1.85	1.532	correct	right	female
424.9433	0.5083	go	n/a	1.447	correct	right	female
430.4431	0.5083	unsuccesful_stop	1.9	1.586	correct	right	female
433.9514	0.5083	go	n/a	1.708	correct	left	male
438.4596	0.5083	go	n/a	1.735	correct	right	female
441.9679	0.5083	go	n/a	1.806	correct	left	male
444.9845	0.5083	unsuccesful_stop	1.95	1.591	correct	left	male
