onset	duration	trial_type	stop_signal_delay	response_time	response_accuracy	response_hand	sex
1.5339	0.5083	go	n/a	1.011	correct	right	female
5.5421	0.5084	unsuccesful_stop	0.2	0.462	correct	left	male
9.5504	0.5083	go	n/a	0.849	correct	left	male
12.5587	0.5083	succesful_stop	0.2	n/a	n/a	right	male
16.0753	0.5083	succesful_stop	0.25	n/a	n/a	right	male
25.0835	0.5083	go	n/a	1.249	correct	left	male
29.0917	0.5084	go	n/a	0.933	correct	right	female
32.1083	0.5084	go	n/a	0.851	correct	left	male
41.6165	0.5083	succesful_stop	0.3	n/a	n/a	right	female
45.6248	0.5083	go	n/a	0.664	correct	right	female
48.1414	0.5083	unsuccesful_stop	0.35	0.718	correct	right	female
53.1413	0.5083	go	n/a	0.781	correct	right	female
56.1579	0.5083	succesful_stop	0.4	n/a	n/a	right	male
61.1578	0.5084	go	n/a	0.699	correct	left	male
65.6661	0.5083	succesful_stop	0.45	n/a	n/a	right	male
68.6744	0.5083	go	n/a	1.048	correct	right	female
72.191	0.5083	go	n/a	1.09	incorrect	left	female
76.6909	0.5083	go	n/a	0.919	correct	left	male
81.6991	0.5084	unsuccesful_stop	0.5	0.862	correct	right	female
85.2074	0.5083	go	n/a	0.937	correct	left	male
88.224	0.5083	go	n/a	0.822	correct	left	male
93.2239	0.5084	go	n/a	0.891	correct	left	male
97.2322	0.5083	go	n/a	0.773	correct	right	female
100.2488	0.5083	go	n/a	0.995	correct	left	male
104.7487	0.5084	go	n/a	1.022	correct	right	female
108.757	0.5083	go	n/a	0.844	correct	right	female
113.7652	0.5084	go	n/a	0.938	correct	right	female
117.2735	0.5083	go	n/a	0.994	correct	left	male
121.7818	0.5083	succesful_stop	0.55	n/a	n/a	right	female
128.3067	0.5083	go	n/a	0.979	correct	left	male
132.3149	0.5083	go	n/a	1.628	correct	left	male
137.8148	0.5083	go	n/a	1.002	correct	right	female
141.8231	0.5083	go	n/a	0.839	correct	right	female
144.8314	0.5083	go	n/a	0.937	correct	left	male
148.8396	0.5083	go	n/a	0.807	correct	left	male
152.8479	0.5083	go	n/a	0.977	correct	right	female
156.3645	0.5083	unsuccesful_stop	0.6	1.034	correct	right	female
160.8644	0.5083	go	n/a	0.721	correct	left	male
165.8727	0.5083	go	n/a	1.023	correct	right	female
168.3893	0.5083	go	n/a	1.149	correct	right	female
172.3975	0.5084	go	n/a	0.976	correct	right	female
177.8974	0.5084	succesful_stop	0.65	n/a	n/a	right	female
184.914	0.5083	go	n/a	0.964	correct	left	male
189.9222	0.5084	succesful_stop	0.7	n/a	n/a	right	male
193.4305	0.5083	go	n/a	1.093	correct	left	male
197.4388	0.5083	succesful_stop	0.75	n/a	n/a	right	male
200.4554	0.5083	go	n/a	0.886	correct	right	female
205.4553	0.5083	unsuccesful_stop	0.8	1.105	correct	left	male
209.4636	0.5083	unsuccesful_stop	0.85	0.982	correct	right	female
212.9718	0.5084	go	n/a	1.397	correct	left	male
216.4884	0.5084	go	n/a	1.346	correct	right	female
220.4967	0.5083	go	n/a	1.078	correct	right	female
225.9966	0.5083	go	n/a	1.047	correct	left	male
233.0131	0.5084	succesful_stop	0.9	n/a	n/a	right	male
236.5297	0.5084	go	n/a	1.218	correct	right	female
241.5297	0.5083	succesful_stop	0.95	n/a	n/a	right	male
245.0379	0.5084	go	n/a	1.118	correct	left	male
249.0462	0.5083	go	n/a	1.396	correct	right	female
253.5544	0.5084	go	n/a	1.385	correct	left	male
257.0627	0.5083	go	n/a	1.185	correct	right	female
261.071	0.5083	unsuccesful_stop	1.0	1.139	correct	right	female
265.5792	0.5084	go	n/a	1.554	correct	right	female
269.5875	0.5083	unsuccesful_stop	1.05	1.138	correct	right	female
277.104	0.5084	go	n/a	1.322	correct	right	female
281.6123	0.5083	go	n/a	1.608	correct	left	male
286.1205	0.5084	go	n/a	1.641	incorrect	left	female
290.1288	0.5083	go	n/a	1.491	correct	left	male
294.1371	0.5083	unsuccesful_stop	1.1	1.182	correct	right	female
298.1453	0.5084	go	n/a	1.457	correct	left	male
301.6536	0.5083	succesful_stop	1.15	n/a	n/a	right	female
309.6701	0.5084	unsuccesful_stop	1.2	1.286	correct	left	male
313.1784	0.5083	go	n/a	1.249	correct	right	female
318.1866	0.5084	go	n/a	1.39	correct	left	male
321.1949	0.5083	go	n/a	1.597	correct	left	male
326.2032	0.5083	go	n/a	1.479	correct	left	male
330.2114	0.5084	succesful_stop	1.25	n/a	n/a	right	female
333.7197	0.5083	go	n/a	1.963	correct	right	female
337.728	0.5083	go	n/a	1.484	correct	right	female
342.2362	0.5083	succesful_stop	1.3	n/a	n/a	right	female
346.2445	0.5083	go	n/a	1.64	correct	right	female
350.2527	0.5084	go	n/a	2.092	correct	right	female
353.261	0.5083	go	n/a	1.596	correct	right	female
356.7776	0.5084	unsuccesful_stop	1.35	1.457	correct	left	male
364.7942	0.5083	go	n/a	2.415	correct	left	male
369.2941	0.5083	succesful_stop	1.4	n/a	n/a	right	female
373.3023	0.5084	unsuccesful_stop	1.45	1.619	correct	right	female
376.8189	0.5084	go	n/a	3.217	correct	left	male
381.3188	0.5084	succesful_stop	1.5	n/a	n/a	right	male
386.3271	0.5083	succesful_stop	1.55	n/a	n/a	right	male
390.3354	0.5083	go	n/a	1.97	correct	right	female
393.8436	0.5084	succesful_stop	1.6	n/a	n/a	right	male
397.8519	0.5083	go	n/a	2.617	correct	left	male
401.8602	0.5083	go	n/a	1.853	correct	left	male
404.8768	0.5083	go	n/a	1.56	correct	right	female
408.885	0.5084	unsuccesful_stop	1.65	1.615	correct	left	male
413.385	0.5083	go	n/a	1.547	correct	right	female
417.8932	0.5083	go	n/a	1.85	correct	left	male
421.9015	0.5083	succesful_stop	1.7	n/a	n/a	right	male
426.4097	0.5084	go	n/a	n/a	miss	right	female
435.4346	0.5083	go	n/a	1.029	correct	left	male
