onset	duration	trial_type	stop_signal_delay	response_time	response_accuracy	response_hand	sex
0.0421	0.5083	succesful_stop	0.2	n/a	n/a	right	female
4.5419	0.5083	go	n/a	0.914	correct	right	female
8.0585	0.5083	go	n/a	0.803	correct	left	male
12.5583	0.5083	succesful_stop	0.25	n/a	n/a	right	female
16.0749	0.5083	go	n/a	0.672	correct	right	female
21.0747	0.5083	succesful_stop	0.3	n/a	n/a	right	female
25.0829	0.5083	go	n/a	0.79	correct	left	male
28.5911	0.5084	succesful_stop	0.35	n/a	n/a	right	female
32.5994	0.5083	succesful_stop	0.4	n/a	n/a	right	male
40.6158	0.5083	go	n/a	0.976	correct	right	female
45.1239	0.5084	go	n/a	0.761	correct	right	female
48.1405	0.5083	unsuccesful_stop	0.45	0.658	correct	left	male
52.6404	0.5083	go	n/a	1.009	correct	right	female
56.6486	0.5083	succesful_stop	0.5	n/a	n/a	right	female
61.6568	0.5083	succesful_stop	0.55	n/a	n/a	right	female
65.665	0.5083	go	n/a	0.63	correct	left	male
68.1815	0.5084	succesful_stop	0.6	n/a	n/a	right	male
73.1814	0.5083	go	n/a	1.01	correct	right	female
76.198	0.5083	succesful_stop	0.65	n/a	n/a	right	female
80.2062	0.5083	go	n/a	1.045	correct	right	female
84.706	0.5083	go	n/a	1.087	correct	right	female
89.2142	0.5083	succesful_stop	0.7	n/a	n/a	right	female
92.2308	0.5083	go	n/a	1.179	correct	left	male
101.7388	0.5083	unsuccesful_stop	0.75	1.204	correct	left	male
104.747	0.5084	go	n/a	1.534	incorrect	left	female
112.2718	0.5083	go	n/a	1.026	correct	right	female
117.2716	0.5084	succesful_stop	0.8	n/a	n/a	right	male
121.2798	0.5084	go	n/a	1.369	correct	right	female
124.2964	0.5083	go	n/a	1.033	correct	right	female
129.7962	0.5084	unsuccesful_stop	0.85	0.982	correct	left	male
133.8044	0.5084	unsuccesful_stop	0.9	0.918	correct	right	female
137.8126	0.5084	go	n/a	1.151	correct	left	male
141.8208	0.5084	succesful_stop	0.95	n/a	n/a	right	female
144.8291	0.5083	go	n/a	1.421	correct	left	male
148.8373	0.5083	go	n/a	1.424	correct	left	male
153.8455	0.5083	go	n/a	1.141	correct	right	female
156.3621	0.5083	go	n/a	1.297	correct	right	female
160.3703	0.5083	go	n/a	1.833	correct	right	female
165.3701	0.5083	go	n/a	1.443	correct	right	female
169.8783	0.5083	go	n/a	1.448	correct	left	male
172.3949	0.5083	go	n/a	1.493	correct	left	male
177.3947	0.5083	go	n/a	1.454	correct	right	female
185.4111	0.5083	go	n/a	1.487	correct	right	female
189.9193	0.5083	go	n/a	1.599	correct	right	female
193.9275	0.5083	go	n/a	1.687	correct	left	male
197.9357	0.5083	succesful_stop	1.0	n/a	n/a	right	male
201.9439	0.5083	succesful_stop	1.05	n/a	n/a	right	male
205.9521	0.5083	succesful_stop	1.1	n/a	n/a	right	female
209.9603	0.5083	go	n/a	1.61	correct	right	female
212.4769	0.5083	succesful_stop	1.15	n/a	n/a	right	male
217.4768	0.5083	go	n/a	1.583	correct	left	male
221.9849	0.5084	go	n/a	1.729	correct	left	male
224.5015	0.5084	go	n/a	1.624	correct	right	female
230.0014	0.5083	go	n/a	1.54	correct	left	male
237.5178	0.5083	go	n/a	1.077	correct	right	female
241.526	0.5083	go	n/a	1.373	correct	right	female
245.5342	0.5083	go	n/a	1.652	correct	left	male
253.5506	0.5083	go	n/a	1.277	correct	left	male
257.0588	0.5083	go	n/a	1.446	correct	right	female
260.5754	0.5083	go	n/a	1.395	correct	left	male
266.0752	0.5083	go	n/a	1.364	correct	left	male
269.0834	0.5084	go	n/a	1.539	correct	left	male
272.6	0.5083	go	n/a	1.627	correct	left	male
280.6164	0.5083	succesful_stop	1.2	n/a	n/a	right	male
286.1162	0.5083	go	n/a	1.59	correct	left	male
288.6328	0.5083	go	n/a	1.579	correct	left	male
292.641	0.5083	go	n/a	1.762	correct	right	female
297.1409	0.5083	go	n/a	1.736	correct	right	female
302.149	0.5084	go	n/a	1.438	correct	left	male
304.6656	0.5083	go	n/a	1.431	correct	right	female
309.6655	0.5083	go	n/a	1.5	correct	left	male
313.1737	0.5083	succesful_stop	1.25	n/a	n/a	right	male
317.1819	0.5083	unsuccesful_stop	1.3	1.509	correct	left	male
321.6901	0.5083	succesful_stop	1.35	n/a	n/a	right	female
325.1983	0.5083	succesful_stop	1.4	n/a	n/a	right	male
