onset	duration	trial_type	stop_signal_delay	response_time	response_accuracy	response_hand	sex
0.5506	0.5084	go	n/a	1.165	correct	right	female
4.0671	0.5084	succesful_stop	0.2	n/a	n/a	right	female
9.0671	0.5083	go	n/a	0.769	correct	left	male
12.0836	0.5084	succesful_stop	0.25	n/a	n/a	right	female
17.0835	0.5083	go	n/a	0.816	correct	right	female
20.5917	0.5083	go	n/a	0.841	correct	left	male
24.1083	0.5083	succesful_stop	0.3	n/a	n/a	right	male
28.1165	0.5083	succesful_stop	0.35	n/a	n/a	right	female
33.1164	0.5083	go	n/a	0.81	correct	left	male
36.1329	0.5084	go	n/a	1.205	correct	right	female
41.1328	0.5083	go	n/a	1.111	correct	right	female
45.141	0.5083	go	n/a	1.092	correct	right	female
49.6492	0.5083	go	n/a	0.969	correct	right	female
52.6575	0.5083	go	n/a	0.82	correct	left	male
56.6657	0.5083	go	n/a	0.903	correct	left	male
60.6739	0.5083	go	n/a	0.938	correct	right	female
65.6821	0.5083	succesful_stop	0.4	n/a	n/a	right	male
69.1903	0.5083	go	n/a	1.148	correct	left	male
72.2069	0.5083	go	n/a	1.128	correct	right	female
77.2068	0.5083	succesful_stop	0.45	n/a	n/a	right	female
84.7232	0.5083	succesful_stop	0.5	n/a	n/a	right	male
88.7314	0.5083	succesful_stop	0.55	n/a	n/a	right	male
93.2396	0.5083	go	n/a	0.771	correct	left	male
97.7478	0.5083	succesful_stop	0.6	n/a	n/a	right	male
100.2644	0.5083	go	n/a	0.907	correct	right	female
104.7643	0.5083	go	n/a	0.882	correct	right	female
109.7725	0.5083	succesful_stop	0.65	n/a	n/a	right	male
113.7807	0.5083	go	n/a	1.001	correct	right	female
116.2973	0.5083	go	n/a	0.826	correct	right	female
121.2971	0.5084	go	n/a	0.803	correct	left	male
125.3054	0.5083	unsuccesful_stop	0.7	0.867	correct	right	female
129.8136	0.5083	go	n/a	0.806	correct	left	male
132.3302	0.5083	unsuccesful_stop	0.75	0.965	correct	left	male
137.33	0.5083	unsuccesful_stop	0.8	0.931	correct	left	male
140.8383	0.5083	go	n/a	1.127	correct	left	male
145.8464	0.5084	go	n/a	1.08	correct	right	female
149.8547	0.5083	go	n/a	0.969	correct	left	male
152.8629	0.5083	go	n/a	1.058	correct	left	male
157.3711	0.5083	go	n/a	0.922	correct	right	female
160.3877	0.5083	succesful_stop	0.85	n/a	n/a	right	male
169.3958	0.5083	succesful_stop	0.9	n/a	n/a	right	male
173.904	0.5083	go	n/a	1.254	correct	right	female
176.9122	0.5083	go	n/a	1.148	correct	left	male
180.4288	0.5083	go	n/a	1.076	correct	right	female
184.9286	0.5084	go	n/a	1.158	correct	right	female
189.4368	0.5084	go	n/a	1.076	correct	left	male
192.4534	0.5083	go	n/a	1.247	correct	right	female
197.4533	0.5083	go	n/a	1.176	correct	right	female
201.4615	0.5083	go	n/a	1.175	correct	right	female
205.4697	0.5083	go	n/a	1.504	correct	right	female
209.9779	0.5083	go	n/a	1.529	correct	left	male
217.4944	0.5083	go	n/a	1.338	correct	left	male
221.5026	0.5083	go	n/a	1.083	correct	left	male
225.0108	0.5083	succesful_stop	0.95	n/a	n/a	right	female
229.019	0.5084	go	n/a	1.311	correct	left	male
233.5272	0.5084	go	n/a	1.449	correct	left	male
237.5355	0.5083	go	n/a	1.034	correct	left	male
241.0437	0.5083	go	n/a	1.616	correct	right	female
244.5603	0.5083	go	n/a	1.728	incorrect	right	male
249.0601	0.5083	go	n/a	1.564	correct	right	female
253.0683	0.5084	succesful_stop	1.0	n/a	n/a	right	female
257.0766	0.5083	go	n/a	1.614	correct	left	male
262.0847	0.5084	go	n/a	1.166	correct	right	female
265.593	0.5083	go	n/a	2.055	incorrect	right	male
269.1012	0.5083	go	n/a	2.624	incorrect	right	male
273.1094	0.5083	succesful_stop	1.05	n/a	n/a	right	female
277.1176	0.5084	go	n/a	1.739	correct	right	female
280.6342	0.5083	go	n/a	2.177	correct	right	female
286.1341	0.5083	go	n/a	1.176	correct	right	female
288.6506	0.5084	go	n/a	n/a	miss	right	female
296.1588	0.5083	go	n/a	0.966	correct	left	male
300.167	0.5083	go	n/a	0.837	correct	right	female
304.1752	0.5083	go	n/a	0.771	correct	left	male
308.1834	0.5083	go	n/a	1.131	correct	left	male
312.1916	0.5083	succesful_stop	1.1	n/a	n/a	right	female
315.1999	0.5083	go	n/a	1.556	correct	right	female
320.2081	0.5083	go	n/a	1.196	correct	right	female
323.2163	0.5083	go	n/a	1.532	correct	right	female
327.7245	0.5083	go	n/a	1.169	correct	right	female
331.2328	0.5083	succesful_stop	1.15	n/a	n/a	right	female
334.7493	0.5083	go	n/a	0.918	correct	right	female
338.7575	0.5084	go	n/a	1.567	correct	left	male
347.7656	0.5083	unsuccesful_stop	1.2	1.28	correct	right	female
355.2821	0.5083	go	n/a	1.154	correct	left	male
360.2902	0.5084	unsuccesful_stop	1.25	1.02	correct	left	male
363.7985	0.5083	succesful_stop	1.3	n/a	n/a	right	female
366.8151	0.5083	unsuccesful_stop	1.35	1.433	correct	right	female
371.3149	0.5083	go	n/a	1.582	correct	left	male
375.8231	0.5083	unsuccesful_stop	1.4	1.459	correct	left	male
379.8313	0.5084	succesful_stop	1.45	n/a	n/a	right	male
384.3393	0.5086	unsuccesful_stop	1.5	1.649	correct	left	male
388.3478	0.5083	go	n/a	2.124	correct	right	female
396.3642	0.5083	succesful_stop	1.55	n/a	n/a	right	female
398.8808	0.5083	go	n/a	2.536	correct	left	male
403.3807	0.5083	go	n/a	2.365	correct	right	female
407.3889	0.5083	go	n/a	2.44	correct	right	female
411.3971	0.5083	go	n/a	1.83	correct	left	male
416.4053	0.5083	go	n/a	1.698	correct	right	female
420.4135	0.5083	go	n/a	1.726	correct	right	female
423.9217	0.5084	succesful_stop	1.6	n/a	n/a	right	female
