onset	duration	trial_type	stop_signal_delay	response_time	response_accuracy	response_hand	sex
0.0205	0.5083	go	n/a	1.312	correct	left	male
5.0203	0.5084	succesful_stop	0.2	n/a	n/a	right	male
9.5286	0.5083	go	n/a	1.051	correct	right	female
13.5368	0.5083	succesful_stop	0.25	n/a	n/a	right	male
17.545	0.5083	go	n/a	0.873	correct	left	male
24.0698	0.5084	go	n/a	0.933	correct	left	male
33.5779	0.5083	go	n/a	0.925	correct	left	male
36.0945	0.5083	go	n/a	1.032	correct	right	female
40.5944	0.5083	go	n/a	0.968	correct	right	female
44.111	0.5083	go	n/a	1.172	correct	right	female
48.6109	0.5083	go	n/a	1.129	correct	left	male
52.1274	0.5084	succesful_stop	0.3	n/a	n/a	right	male
61.6355	0.5083	succesful_stop	0.35	n/a	n/a	right	female
69.652	0.5083	succesful_stop	0.4	n/a	n/a	right	male
72.1686	0.5083	succesful_stop	0.45	n/a	n/a	right	male
81.6767	0.5083	succesful_stop	0.5	n/a	n/a	right	female
88.6931	0.5084	go	n/a	1.12	correct	right	female
93.2014	0.5083	succesful_stop	0.55	n/a	n/a	right	female
97.2096	0.5083	go	n/a	0.909	correct	left	male
100.7178	0.5084	succesful_stop	0.6	n/a	n/a	right	female
104.2344	0.5083	go	n/a	1.247	correct	right	female
108.7343	0.5083	go	n/a	1.011	correct	left	male
112.7425	0.5083	go	n/a	1.028	correct	right	female
117.2507	0.5084	go	n/a	0.877	correct	left	male
121.259	0.5083	go	n/a	0.988	correct	right	female
125.2672	0.5083	go	n/a	0.826	correct	right	female
129.7754	0.5083	succesful_stop	0.65	n/a	n/a	right	female
132.7837	0.5083	unsuccesful_stop	0.7	0.881	correct	left	male
137.2919	0.5083	go	n/a	1.112	correct	left	male
141.8001	0.5083	go	n/a	1.054	correct	right	female
145.8083	0.5083	go	n/a	1.46	correct	right	female
152.3331	0.5084	succesful_stop	0.75	n/a	n/a	right	female
156.3414	0.5083	go	n/a	1.253	correct	left	male
165.3495	0.5083	unsuccesful_stop	0.8	0.971	correct	left	male
169.3577	0.5083	succesful_stop	0.85	n/a	n/a	right	female
176.8742	0.5083	go	n/a	1.355	correct	left	male
181.8824	0.5083	unsuccesful_stop	0.9	1.108	correct	right	female
185.3906	0.5083	go	n/a	1.502	correct	right	female
189.8988	0.5084	succesful_stop	0.95	n/a	n/a	right	male
192.9071	0.5083	succesful_stop	1.0	n/a	n/a	right	female
196.4237	0.5083	go	n/a	1.727	correct	left	male
201.9235	0.5083	go	n/a	1.795	correct	right	female
204.4401	0.5083	go	n/a	1.591	correct	right	female
208.4483	0.5084	go	n/a	1.487	incorrect	left	female
212.9482	0.5083	go	n/a	1.55	correct	left	male
216.4648	0.5083	go	n/a	1.769	correct	left	male
221.4647	0.5083	go	n/a	1.731	correct	left	male
225.9729	0.5083	go	n/a	1.687	correct	left	male
228.4895	0.5083	go	n/a	1.947	correct	left	male
233.4894	0.5083	go	n/a	1.22	correct	left	male
237.9976	0.5083	go	n/a	1.998	correct	left	male
241.5058	0.5083	go	n/a	1.702	correct	left	male
245.514	0.5084	succesful_stop	1.05	n/a	n/a	right	male
249.0223	0.5083	succesful_stop	1.1	n/a	n/a	right	male
253.5305	0.5083	go	n/a	1.44	correct	left	male
257.5387	0.5083	go	n/a	1.571	correct	right	female
262.0469	0.5084	go	n/a	1.524	correct	right	female
265.5552	0.5083	go	n/a	1.838	correct	left	male
270.0634	0.5083	unsuccesful_stop	1.15	1.248	correct	right	female
273.0717	0.5083	go	n/a	1.716	correct	right	female
277.5799	0.5083	succesful_stop	1.2	n/a	n/a	right	male
281.5881	0.5083	go	n/a	1.715	correct	left	male
