onset	duration	trial_type	stop_signal_delay	response_time	response_accuracy	response_hand	sex
1.0645	0.5083	go	n/a	0.688	correct	left	male
5.0727	0.5084	go	n/a	0.522	correct	right	female
8.0893	0.5084	go	n/a	0.495	correct	left	male
12.5893	0.5083	succesful_stop	0.2	n/a	n/a	right	female
16.1059	0.5083	go	n/a	0.768	correct	right	female
20.1141	0.5083	succesful_stop	0.25	n/a	n/a	right	female
25.614	0.5083	go	n/a	0.774	correct	right	female
28.1306	0.5083	go	n/a	0.59	correct	right	female
32.6305	0.5083	go	n/a	0.544	correct	right	female
36.6388	0.5083	go	n/a	0.503	correct	left	male
41.647	0.5083	go	n/a	0.522	correct	right	female
44.6553	0.5083	go	n/a	0.543	correct	right	female
49.1635	0.5083	go	n/a	0.555	incorrect	left	female
52.6718	0.5083	go	n/a	0.484	correct	left	male
56.68	0.5083	succesful_stop	0.3	n/a	n/a	right	female
60.1966	0.5083	go	n/a	0.594	correct	right	female
64.2049	0.5083	go	n/a	0.545	correct	right	female
68.2131	0.5083	go	n/a	0.492	correct	left	male
77.7213	0.5083	succesful_stop	0.35	n/a	n/a	right	male
81.2295	0.5083	go	n/a	0.504	correct	left	male
84.2461	0.5083	unsuccesful_stop	0.4	0.493	correct	left	male
88.2544	0.5083	go	n/a	0.722	correct	left	male
93.7543	0.5083	go	n/a	0.559	correct	left	male
97.2625	0.5083	go	n/a	0.727	correct	left	male
100.7708	0.5083	go	n/a	0.502	correct	left	male
105.279	0.5083	go	n/a	0.537	correct	left	male
108.2956	0.5084	go	n/a	0.584	correct	right	female
113.2955	0.5084	go	n/a	0.501	correct	left	male
116.3121	0.5084	go	n/a	0.534	correct	left	male
120.812	0.5084	go	n/a	0.475	correct	right	female
128.8285	0.5084	unsuccesful_stop	0.45	0.85	correct	right	female
133.8368	0.5083	go	n/a	0.742	correct	left	male
137.845	0.5083	unsuccesful_stop	0.5	0.509	correct	left	male
141.3533	0.5083	succesful_stop	0.55	n/a	n/a	right	male
144.3699	0.5083	go	n/a	0.8	correct	left	male
152.8781	0.5083	go	n/a	0.808	correct	left	male
161.8945	0.5084	go	n/a	0.638	correct	left	male
164.4112	0.5083	go	n/a	0.591	correct	right	female
169.911	0.5084	unsuccesful_stop	0.6	0.822	correct	left	male
172.9193	0.5083	unsuccesful_stop	0.65	0.821	correct	right	female
177.9275	0.5084	unsuccesful_stop	0.7	0.751	correct	left	male
181.9358	0.5083	go	n/a	0.961	correct	right	female
185.4441	0.5083	unsuccesful_stop	0.7	0.583	correct	right	female
188.9523	0.5083	unsuccesful_stop	0.65	0.787	correct	left	male
192.4689	0.5083	go	n/a	1.107	correct	left	male
197.9688	0.5083	go	n/a	0.989	correct	right	female
200.4854	0.5083	go	n/a	0.723	correct	right	female
204.4937	0.5083	go	n/a	0.651	correct	left	male
213.5018	0.5083	unsuccesful_stop	0.6	0.713	correct	right	female
217.5101	0.5083	go	n/a	0.956	correct	right	female
221.0183	0.5083	go	n/a	0.777	correct	right	female
224.5349	0.5083	succesful_stop	0.55	n/a	n/a	right	male
230.0348	0.5083	go	n/a	0.763	correct	left	male
233.5431	0.5083	go	n/a	0.642	correct	left	male
236.5597	0.5083	go	n/a	0.605	correct	right	female
240.5679	0.5083	unsuccesful_stop	0.5	0.682	correct	right	female
245.5678	0.5083	succesful_stop	0.45	n/a	n/a	right	male
249.0761	0.5083	succesful_stop	0.4	n/a	n/a	right	female
252.5927	0.5083	go	n/a	0.895	correct	right	female
256.6009	0.5084	go	n/a	0.783	correct	left	male
260.6092	0.5083	go	n/a	0.769	correct	right	female
265.1091	0.5083	go	n/a	0.793	correct	left	male
269.6173	0.5084	succesful_stop	0.35	n/a	n/a	right	female
273.1256	0.5083	go	n/a	0.71	correct	left	male
277.6338	0.5083	go	n/a	0.655	correct	left	male
280.6504	0.5084	succesful_stop	0.35	n/a	n/a	right	male
285.6503	0.5084	go	n/a	0.658	correct	left	male
290.1586	0.5083	unsuccesful_stop	0.4	0.807	correct	left	male
294.1668	0.5083	succesful_stop	0.4	n/a	n/a	right	female
298.1751	0.5083	succesful_stop	0.45	n/a	n/a	right	male
300.6917	0.5083	succesful_stop	0.5	n/a	n/a	right	male
304.6999	0.5084	go	n/a	0.693	correct	left	male
309.1998	0.5084	go	n/a	0.731	correct	left	male
317.7163	0.5084	go	n/a	0.612	correct	right	female
322.2246	0.5083	go	n/a	0.622	correct	left	male
325.7328	0.5084	go	n/a	0.695	correct	right	female
329.7411	0.5083	go	n/a	0.578	correct	right	female
334.2493	0.5084	go	n/a	0.593	correct	left	male
336.766	0.5083	go	n/a	0.768	correct	right	female
340.7742	0.5083	go	n/a	0.475	correct	left	male
345.2741	0.5083	unsuccesful_stop	0.55	0.379	correct	right	female
348.7907	0.5083	unsuccesful_stop	0.6	0.612	correct	right	female
354.2906	0.5083	unsuccesful_stop	0.65	0.76	correct	left	male
357.2989	0.5083	unsuccesful_stop	0.65	0.642	correct	left	male
366.3153	0.5084	go	n/a	0.655	correct	right	female
372.8402	0.5083	unsuccesful_stop	0.6	0.608	correct	right	female
377.3401	0.5083	go	n/a	0.871	correct	right	female
381.3484	0.5083	go	n/a	0.821	correct	left	male
384.865	0.5083	go	n/a	0.681	correct	right	female
390.3648	0.5084	unsuccesful_stop	0.55	0.869	correct	right	female
392.8815	0.5083	go	n/a	1.062	correct	left	male
396.8897	0.5083	go	n/a	0.81	correct	left	male
402.3896	0.5083	go	n/a	1.674	correct	left	male
409.9061	0.5083	succesful_stop	0.5	n/a	n/a	right	female
413.4144	0.5083	succesful_stop	0.45	n/a	n/a	right	male
418.4226	0.5083	go	n/a	0.584	correct	left	male
422.4309	0.5083	go	n/a	0.676	correct	right	female
426.4391	0.5083	go	n/a	0.604	correct	right	female
433.4556	0.5084	go	n/a	0.723	correct	right	female
437.9639	0.5083	succesful_stop	0.4	n/a	n/a	right	female
