onset	duration	trial_type	stop_signal_delay	response_time	response_accuracy	response_hand	sex
0.0491	0.5083	go	n/a	1.091	correct	left	male
8.5572	0.5083	go	n/a	1.502	incorrect	left	female
13.5654	0.5083	succesful_stop	0.2	n/a	n/a	right	female
16.0819	0.5084	go	n/a	0.83	correct	right	female
20.5818	0.5083	go	n/a	0.983	incorrect	left	female
25.09	0.5083	go	n/a	0.81	correct	right	female
29.5982	0.5083	unsuccesful_stop	0.25	0.8	correct	left	male
32.1148	0.5083	go	n/a	0.751	correct	left	male
37.1146	0.5083	succesful_stop	0.3	n/a	n/a	right	female
41.6228	0.5083	go	n/a	0.833	correct	right	female
45.131	0.5083	go	n/a	0.679	correct	right	female
48.6392	0.5084	succesful_stop	0.35	n/a	n/a	right	male
52.6474	0.5084	go	n/a	0.781	correct	left	male
57.6556	0.5083	go	n/a	0.897	incorrect	left	female
60.1722	0.5083	succesful_stop	0.4	n/a	n/a	right	male
64.6721	0.5083	go	n/a	0.765	correct	left	male
69.1803	0.5083	go	n/a	0.863	correct	right	female
72.1968	0.5083	succesful_stop	0.45	n/a	n/a	right	female
76.205	0.5083	go	n/a	0.983	incorrect	left	female
81.7049	0.5083	go	n/a	0.911	correct	right	female
88.7213	0.5083	go	n/a	0.949	correct	left	male
93.7295	0.5083	succesful_stop	0.5	n/a	n/a	right	female
96.7377	0.5083	go	n/a	0.876	correct	left	male
101.2459	0.5083	go	n/a	0.89	incorrect	left	female
105.7541	0.5083	go	n/a	0.863	incorrect	left	female
109.2623	0.5083	succesful_stop	0.55	n/a	n/a	right	female
117.7787	0.5083	go	n/a	0.942	incorrect	left	female
125.2951	0.5084	unsuccesful_stop	0.6	0.788	correct	left	male
129.8033	0.5083	go	n/a	0.796	correct	right	female
133.8115	0.5083	go	n/a	0.795	correct	right	female
137.8197	0.5084	succesful_stop	0.65	n/a	n/a	right	male
141.328	0.5083	succesful_stop	0.7	n/a	n/a	right	female
148.3527	0.5084	go	n/a	0.855	correct	left	male
