onset	duration	trial_type	stop_signal_delay	response_time	response_accuracy	response_hand	sex
0.5379	0.5083	go	n/a	0.572	correct	left	male
5.0461	0.5083	go	n/a	0.539	correct	right	female
8.5544	0.5083	go	n/a	0.721	correct	right	female
12.5626	0.5083	go	n/a	0.689	correct	right	female
16.0791	0.5084	go	n/a	0.94	correct	right	female
21.579	0.5083	succesful_stop	0.2	n/a	n/a	right	female
24.5872	0.5083	go	n/a	0.542	correct	left	male
28.5954	0.5084	succesful_stop	0.25	n/a	n/a	right	female
32.112	0.5083	go	n/a	0.728	correct	left	male
37.1119	0.5083	succesful_stop	0.3	n/a	n/a	right	male
40.1284	0.5084	go	n/a	0.838	correct	right	female
44.6283	0.5083	succesful_stop	0.35	n/a	n/a	right	male
49.6365	0.5083	succesful_stop	0.4	n/a	n/a	right	female
53.6447	0.5083	go	n/a	1.035	correct	left	male
57.1529	0.5084	succesful_stop	0.45	n/a	n/a	right	male
61.6611	0.5084	go	n/a	0.813	correct	left	male
65.6694	0.5083	go	n/a	0.816	correct	right	female
69.1776	0.5083	succesful_stop	0.5	n/a	n/a	right	male
72.6858	0.5083	succesful_stop	0.55	n/a	n/a	right	male
77.194	0.5083	go	n/a	0.801	correct	left	male
80.7023	0.5083	go	n/a	0.938	correct	left	male
85.7104	0.5084	unsuccesful_stop	0.6	0.751	correct	right	female
93.2269	0.5083	unsuccesful_stop	0.65	0.687	correct	left	male
96.7351	0.5083	go	n/a	0.862	correct	left	male
100.2517	0.5083	unsuccesful_stop	0.7	0.831	correct	right	female
104.7516	0.5083	go	n/a	1.117	correct	right	female
108.7598	0.5083	go	n/a	1.046	correct	right	female
112.2763	0.5084	go	n/a	1.078	correct	right	female
117.7762	0.5083	go	n/a	0.823	correct	left	male
120.7844	0.5083	go	n/a	0.821	correct	left	male
124.301	0.5083	go	n/a	0.863	correct	right	female
129.3008	0.5084	unsuccesful_stop	0.75	0.866	correct	right	female
132.3174	0.5083	succesful_stop	0.8	n/a	n/a	right	female
137.3173	0.5083	go	n/a	0.914	correct	left	male
145.8337	0.5083	go	n/a	0.843	correct	left	male
148.3503	0.5083	go	n/a	1.012	correct	left	male
153.3501	0.5084	unsuccesful_stop	0.85	0.75	correct	left	male
157.8583	0.5084	go	n/a	1.901	correct	right	female
161.3666	0.5083	go	n/a	1.047	correct	right	female
164.3832	0.5083	go	n/a	0.931	correct	left	male
172.3996	0.5083	unsuccesful_stop	0.9	0.949	correct	left	male
176.8995	0.5083	unsuccesful_stop	0.95	0.816	correct	left	male
181.9076	0.5084	go	n/a	1.489	correct	right	female
184.4242	0.5084	go	n/a	0.873	correct	right	female
188.9241	0.5083	unsuccesful_stop	1.0	0.903	correct	right	female
192.4407	0.5083	go	n/a	1.797	correct	right	female
196.4489	0.5083	go	n/a	1.554	correct	right	female
