onset	duration	trial_type	stop_signal_delay	response_time	response_accuracy	response_hand	sex
0.0992	0.5084	go	n/a	1.009	correct	right	female
4.5991	0.5084	go	n/a	0.55	correct	right	female
8.6074	0.5083	go	n/a	0.41	correct	right	female
13.6156	0.5083	unsuccesful_stop	0.2	0.613	incorrect	left	female
17.1238	0.5084	succesful_stop	0.2	n/a	n/a	right	male
21.1321	0.5083	go	n/a	0.646	correct	right	female
24.1487	0.5083	go	n/a	0.592	correct	right	female
29.1486	0.5083	go	n/a	0.596	correct	right	female
33.6568	0.5083	go	n/a	0.534	correct	left	male
37.665	0.5084	go	n/a	0.676	correct	right	female
40.6733	0.5083	go	n/a	0.525	correct	left	male
45.1815	0.5084	unsuccesful_stop	0.25	0.575	correct	left	male
48.6898	0.5083	go	n/a	0.711	correct	right	female
53.198	0.5083	go	n/a	0.565	correct	left	male
56.2146	0.5083	go	n/a	0.692	correct	right	female
60.2228	0.5084	go	n/a	0.785	correct	right	female
65.7227	0.5083	succesful_stop	0.25	n/a	n/a	right	female
69.231	0.5083	succesful_stop	0.3	n/a	n/a	right	female
72.7392	0.5084	succesful_stop	0.35	n/a	n/a	right	male
77.7474	0.5084	go	n/a	0.551	correct	left	male
81.2557	0.5083	go	n/a	0.565	correct	left	male
84.7639	0.5084	go	n/a	0.599	correct	left	male
89.2722	0.5083	go	n/a	0.62	incorrect	left	female
92.7804	0.5084	unsuccesful_stop	0.4	0.438	correct	right	female
97.2887	0.5083	go	n/a	0.84	correct	right	female
100.7969	0.5083	go	n/a	0.634	correct	left	male
104.3135	0.5083	go	n/a	0.896	incorrect	left	female
108.3217	0.5084	go	n/a	0.703	correct	right	female
113.8216	0.5083	unsuccesful_stop	0.45	0.542	correct	right	female
116.8299	0.5083	go	n/a	0.678	correct	right	female
120.3465	0.5083	go	n/a	0.573	correct	right	female
125.8463	0.5084	go	n/a	0.774	correct	right	female
128.3629	0.5084	succesful_stop	0.5	n/a	n/a	right	male
133.8628	0.5083	go	n/a	0.956	correct	left	male
137.3711	0.5083	succesful_stop	0.55	n/a	n/a	right	male
140.8793	0.5083	go	n/a	0.869	correct	left	male
145.8875	0.5084	succesful_stop	0.6	n/a	n/a	right	male
149.8958	0.5083	succesful_stop	0.65	n/a	n/a	right	female
153.904	0.5083	succesful_stop	0.7	n/a	n/a	right	female
156.4206	0.5083	unsuccesful_stop	0.75	0.936	correct	right	female
160.9205	0.5083	go	n/a	1.109	correct	right	female
165.4288	0.5083	go	n/a	1.126	correct	right	female
169.437	0.5083	go	n/a	1.25	correct	right	female
173.9452	0.5083	succesful_stop	0.8	n/a	n/a	right	female
180.9617	0.5083	go	n/a	1.29	correct	right	female
185.47	0.5083	go	n/a	1.296	correct	left	male
188.4866	0.5083	go	n/a	1.219	correct	left	male
193.9864	0.5083	unsuccesful_stop	0.85	1.039	correct	left	male
197.4947	0.5083	go	n/a	1.103	correct	left	male
202.0029	0.5083	go	n/a	1.313	correct	left	male
209.5194	0.5083	unsuccesful_stop	0.9	1.05	correct	right	female
217.5359	0.5083	succesful_stop	0.95	n/a	n/a	right	male
221.0441	0.5084	go	n/a	1.444	correct	right	female
224.5607	0.5083	succesful_stop	1.0	n/a	n/a	right	male
234.0688	0.5084	unsuccesful_stop	1.05	1.094	correct	left	male
237.0771	0.5083	go	n/a	1.555	correct	right	female
242.0853	0.5083	go	n/a	1.361	correct	right	female
246.0935	0.5084	go	n/a	1.469	correct	right	female
250.1018	0.5083	go	n/a	1.683	correct	right	female
253.61	0.5084	go	n/a	1.345	correct	left	male
262.1265	0.5083	succesful_stop	1.1	n/a	n/a	right	female
266.1348	0.5083	unsuccesful_stop	1.15	1.21	correct	right	female
274.1512	0.5084	go	n/a	2.02	correct	right	female
280.6761	0.5083	succesful_stop	1.2	n/a	n/a	right	male
289.6842	0.5083	go	n/a	2.124	correct	left	male
293.6924	0.5084	go	n/a	2.147	correct	left	male
298.2007	0.5083	go	n/a	2.09	correct	right	female
306.2172	0.5083	go	n/a	2.014	correct	left	male
309.2254	0.5083	succesful_stop	1.25	n/a	n/a	right	male
314.2336	0.5084	succesful_stop	1.3	n/a	n/a	right	male
317.7419	0.5083	go	n/a	2.001	correct	left	male
320.7585	0.5083	succesful_stop	1.35	n/a	n/a	right	female
324.7667	0.5083	go	n/a	2.119	correct	right	female
330.2666	0.5083	go	n/a	2.001	correct	left	male
334.2748	0.5084	go	n/a	1.929	correct	right	female
338.2831	0.5083	go	n/a	2.14	correct	right	female
342.2913	0.5083	go	n/a	2.058	correct	right	female
345.2996	0.5083	go	n/a	1.825	correct	left	male
349.8078	0.5083	go	n/a	1.709	correct	right	female
353.3161	0.5083	go	n/a	1.83	correct	left	male
358.3243	0.5083	succesful_stop	1.4	n/a	n/a	right	female
362.3325	0.5083	go	n/a	2.222	correct	left	male
365.8408	0.5083	succesful_stop	1.45	n/a	n/a	right	female
373.3573	0.5083	go	n/a	2.357	correct	left	male
377.3655	0.5083	go	n/a	2.84	incorrect	left	female
381.3738	0.5083	go	n/a	2.478	correct	left	male
384.8903	0.5084	go	n/a	3.03	correct	left	male
390.3902	0.5083	go	n/a	2.261	correct	left	male
393.8985	0.5083	go	n/a	1.557	correct	right	female
396.9151	0.5083	succesful_stop	1.5	n/a	n/a	right	male
406.4232	0.5083	go	n/a	1.954	correct	right	female
409.9314	0.5083	succesful_stop	1.55	n/a	n/a	right	male
413.9397	0.5083	unsuccesful_stop	1.6	1.858	correct	left	male
416.9563	0.5083	go	n/a	2.211	correct	left	male
422.4561	0.5084	go	n/a	1.604	correct	right	female
429.9726	0.5083	succesful_stop	1.65	n/a	n/a	right	male
434.4809	0.5083	go	n/a	2.03	correct	right	female
437.4891	0.5083	succesful_stop	1.7	n/a	n/a	right	female
441.4974	0.5083	go	n/a	1.882	correct	right	female
445.5056	0.5083	go	n/a	3.044	correct	left	male
