onset	duration	trial_type	stop_signal_delay	response_time	response_accuracy	response_hand	sex
1.5629	0.5083	go	n/a	1.142	correct	right	female
4.5712	0.5083	go	n/a	0.65	correct	right	female
9.0793	0.5084	succesful_stop	0.2	n/a	n/a	right	male
12.0959	0.5083	go	n/a	0.629	correct	left	male
20.604	0.5083	go	n/a	0.521	correct	left	male
24.1205	0.5084	go	n/a	0.613	correct	left	male
29.1204	0.5083	go	n/a	0.79	correct	left	male
33.1286	0.5083	go	n/a	0.472	correct	right	female
36.6368	0.5083	go	n/a	0.621	correct	right	female
41.145	0.5083	go	n/a	0.303	correct	left	male
44.1616	0.5083	unsuccesful_stop	0.25	0.505	correct	right	female
49.1614	0.5083	go	n/a	0.527	correct	right	female
52.178	0.5083	go	n/a	0.78	correct	right	female
56.6778	0.5083	unsuccesful_stop	0.3	0.637	correct	left	male
60.1944	0.5083	succesful_stop	0.3	n/a	n/a	right	female
65.1942	0.5083	unsuccesful_stop	0.35	0.717	correct	left	male
68.2108	0.5083	go	n/a	0.966	correct	left	male
72.7106	0.5084	go	n/a	0.717	correct	left	male
77.7188	0.5083	go	n/a	0.573	correct	left	male
80.7271	0.5083	go	n/a	0.712	incorrect	left	female
84.2436	0.5083	go	n/a	0.661	correct	left	male
88.7435	0.5083	go	n/a	0.536	incorrect	left	female
93.2517	0.5083	go	n/a	0.862	correct	right	female
96.7599	0.5083	go	n/a	0.692	correct	left	male
104.7763	0.5083	go	n/a	0.486	correct	left	male
109.2845	0.5083	succesful_stop	0.35	n/a	n/a	right	female
113.2927	0.5083	unsuccesful_stop	0.4	0.666	correct	right	female
117.3009	0.5083	go	n/a	0.933	correct	right	female
121.3091	0.5083	unsuccesful_stop	0.4	0.656	correct	left	male
125.8173	0.5083	succesful_stop	0.35	n/a	n/a	right	male
129.8255	0.5083	go	n/a	0.742	correct	left	male
132.3421	0.5083	go	n/a	0.527	correct	left	male
137.3419	0.5083	succesful_stop	0.35	n/a	n/a	right	male
140.8501	0.5083	succesful_stop	0.4	n/a	n/a	right	male
145.8583	0.5083	go	n/a	0.91	correct	left	male
148.8665	0.5083	go	n/a	0.62	correct	right	female
156.3913	0.5083	go	n/a	0.591	correct	left	male
161.8911	0.5083	go	n/a	0.573	correct	right	female
164.4077	0.5083	go	n/a	0.637	correct	left	male
168.4159	0.5083	go	n/a	0.623	correct	right	female
172.9158	0.5083	succesful_stop	0.45	n/a	n/a	right	female
176.4323	0.5083	go	n/a	1.128	correct	left	male
180.9322	0.5083	unsuccesful_stop	0.5	0.553	correct	right	female
185.9403	0.5084	succesful_stop	0.55	n/a	n/a	right	female
189.9485	0.5084	succesful_stop	0.6	n/a	n/a	right	male
193.9567	0.5084	go	n/a	1.188	correct	right	female
196.4733	0.5083	unsuccesful_stop	0.65	0.715	incorrect	left	female
201.9732	0.5083	unsuccesful_stop	0.7	0.863	correct	left	male
204.4897	0.5084	go	n/a	1.109	correct	left	male
209.9896	0.5083	go	n/a	0.843	correct	left	male
212.9978	0.5083	go	n/a	0.971	correct	right	female
217.006	0.5083	go	n/a	0.775	correct	left	male
221.5142	0.5083	go	n/a	0.662	correct	left	male
225.5224	0.5083	go	n/a	0.681	correct	right	female
228.539	0.5083	go	n/a	0.881	correct	right	female
232.5472	0.5083	go	n/a	0.671	correct	right	female
236.5554	0.5083	go	n/a	0.777	correct	right	female
241.5552	0.5083	go	n/a	0.736	correct	left	male
246.0634	0.5083	unsuccesful_stop	0.75	0.775	correct	left	male
249.5716	0.5083	unsuccesful_stop	0.8	0.949	correct	right	female
252.5882	0.5083	go	n/a	1.276	correct	left	male
257.088	0.5084	go	n/a	0.972	correct	left	male
264.6128	0.5083	go	n/a	1.126	correct	right	female
269.1127	0.5083	go	n/a	0.757	correct	right	female
272.6292	0.5083	go	n/a	1.493	incorrect	left	female
277.629	0.5084	go	n/a	1.008	correct	left	male
281.1373	0.5083	unsuccesful_stop	0.8	0.981	incorrect	left	female
285.6455	0.5083	go	n/a	0.715	correct	left	male
