onset	duration	trial_type	stop_signal_delay	response_time	response_accuracy	response_hand	sex
0.5513	0.5083	go	n/a	0.6	incorrect	left	female
4.0679	0.5083	unsuccesful_stop	0.2	0.615	correct	right	female
9.0677	0.5084	go	n/a	0.505	correct	left	male
12.0843	0.5083	unsuccesful_stop	0.2	0.587	correct	right	female
17.0842	0.5083	go	n/a	0.703	correct	right	female
20.5924	0.5083	go	n/a	0.622	correct	left	male
24.109	0.5083	succesful_stop	0.15	n/a	n/a	right	male
28.1172	0.5084	succesful_stop	0.15	n/a	n/a	right	female
33.1171	0.5083	go	n/a	0.508	correct	left	male
36.1337	0.5083	go	n/a	0.639	correct	right	female
41.1336	0.5083	go	n/a	0.724	correct	right	female
45.1418	0.5083	go	n/a	0.615	correct	right	female
49.65	0.5083	go	n/a	0.599	correct	right	female
52.6582	0.5084	go	n/a	0.496	correct	left	male
56.6665	0.5083	go	n/a	0.578	correct	left	male
60.6747	0.5083	go	n/a	0.476	correct	right	female
65.6829	0.5083	unsuccesful_stop	0.2	0.508	correct	left	male
69.1911	0.5084	go	n/a	0.715	correct	left	male
72.2077	0.5083	go	n/a	0.737	correct	right	female
77.2076	0.5083	succesful_stop	0.2	n/a	n/a	right	female
84.7241	0.5083	succesful_stop	0.25	n/a	n/a	right	male
88.7323	0.5083	succesful_stop	0.3	n/a	n/a	right	male
93.2405	0.5083	go	n/a	0.672	correct	left	male
97.7487	0.5083	unsuccesful_stop	0.35	0.47	correct	left	male
100.2653	0.5083	go	n/a	0.715	correct	right	female
104.7652	0.5083	go	n/a	0.799	correct	right	female
109.7734	0.5083	unsuccesful_stop	0.4	0.561	correct	left	male
113.7816	0.5083	go	n/a	0.681	correct	right	female
116.2982	0.5083	go	n/a	0.715	correct	right	female
121.2981	0.5083	go	n/a	0.659	correct	left	male
125.3063	0.5083	succesful_stop	0.45	n/a	n/a	right	female
129.8145	0.5083	go	n/a	0.715	correct	left	male
132.3311	0.5084	succesful_stop	0.5	n/a	n/a	right	male
137.331	0.5083	unsuccesful_stop	0.55	0.659	correct	left	male
140.8392	0.5084	go	n/a	0.832	correct	left	male
145.8474	0.5084	go	n/a	0.586	correct	right	female
149.8557	0.5083	go	n/a	0.514	correct	left	male
152.8639	0.5083	go	n/a	0.405	correct	left	male
157.3721	0.5083	go	n/a	0.494	correct	right	female
160.3887	0.5083	unsuccesful_stop	0.6	0.568	correct	left	male
169.3968	0.5083	unsuccesful_stop	0.65	0.539	correct	left	male
173.905	0.5083	go	n/a	0.837	correct	right	female
176.9133	0.5083	go	n/a	0.774	correct	left	male
180.4298	0.5084	go	n/a	0.716	correct	right	female
184.9297	0.5084	go	n/a	0.536	correct	right	female
189.4379	0.5084	go	n/a	0.418	correct	left	male
192.4545	0.5084	go	n/a	0.676	correct	right	female
197.4544	0.5083	go	n/a	0.795	correct	right	female
201.4626	0.5083	go	n/a	0.579	correct	right	female
205.4709	0.5083	go	n/a	0.627	correct	right	female
209.9791	0.5083	go	n/a	0.588	correct	left	male
217.4955	0.5084	go	n/a	0.503	correct	left	male
221.5038	0.5083	go	n/a	0.505	correct	left	male
225.012	0.5083	unsuccesful_stop	0.65	0.517	correct	right	female
229.0202	0.5083	go	n/a	0.578	correct	left	male
233.5284	0.5084	go	n/a	0.552	correct	left	male
237.5367	0.5083	go	n/a	0.44	correct	left	male
241.0449	0.5083	go	n/a	0.506	correct	right	female
244.5615	0.5083	go	n/a	0.56	correct	left	male
249.0614	0.5083	go	n/a	0.687	correct	right	female
253.0696	0.5083	unsuccesful_stop	0.6	0.671	correct	right	female
257.0778	0.5083	go	n/a	0.789	correct	left	male
262.086	0.5083	go	n/a	0.727	correct	right	female
265.5943	0.5083	go	n/a	0.482	correct	left	male
269.1025	0.5083	go	n/a	0.55	correct	left	male
273.1107	0.5083	unsuccesful_stop	0.55	0.709	correct	right	female
277.1189	0.5084	go	n/a	0.72	correct	right	female
280.6355	0.5083	go	n/a	0.786	correct	right	female
286.1354	0.5083	go	n/a	0.736	correct	right	female
288.652	0.5083	go	n/a	0.876	correct	right	female
294.1518	0.5083	go	n/a	0.767	correct	left	male
298.1601	0.5083	go	n/a	0.792	correct	right	female
302.1683	0.5083	go	n/a	0.577	correct	left	male
306.1765	0.5083	go	n/a	0.638	correct	left	male
310.1847	0.5083	unsuccesful_stop	0.5	0.713	correct	right	female
313.193	0.5083	go	n/a	1.01	correct	right	female
318.2012	0.5083	go	n/a	0.891	correct	right	female
321.2094	0.5084	go	n/a	0.759	correct	right	female
325.7177	0.5083	go	n/a	0.568	correct	right	female
329.2259	0.5083	succesful_stop	0.45	n/a	n/a	right	female
332.7425	0.5083	go	n/a	0.971	correct	right	female
336.7507	0.5083	go	n/a	0.729	correct	left	male
345.7588	0.5083	succesful_stop	0.4	n/a	n/a	right	female
353.2752	0.5084	go	n/a	0.695	correct	left	male
358.2835	0.5083	succesful_stop	0.35	n/a	n/a	right	male
361.7917	0.5083	succesful_stop	0.3	n/a	n/a	right	female
364.8083	0.5083	succesful_stop	0.3	n/a	n/a	right	female
369.3082	0.5083	go	n/a	0.666	correct	left	male
373.8164	0.5083	succesful_stop	0.35	n/a	n/a	right	male
377.8246	0.5083	succesful_stop	0.4	n/a	n/a	right	male
382.3328	0.5083	succesful_stop	0.45	n/a	n/a	right	male
386.341	0.5084	go	n/a	0.714	correct	right	female
394.3575	0.5083	succesful_stop	0.5	n/a	n/a	right	female
396.8741	0.5083	go	n/a	0.755	correct	left	male
401.374	0.5083	go	n/a	0.905	correct	right	female
405.3822	0.5083	go	n/a	0.769	correct	right	female
409.3904	0.5083	go	n/a	0.762	correct	left	male
414.3986	0.5083	go	n/a	0.761	correct	right	female
418.4068	0.5084	go	n/a	0.683	correct	right	female
421.9151	0.5083	unsuccesful_stop	0.55	0.744	correct	right	female
