onset	duration	trial_type	stop_signal_delay	response_time	response_accuracy	response_hand	sex
1.0597	0.5083	go	n/a	0.695	correct	right	female
5.5679	0.5083	go	n/a	0.665	correct	left	male
8.0845	0.5083	go	n/a	0.554	correct	left	male
16.1009	0.5084	go	n/a	0.715	correct	right	female
21.1008	0.5083	go	n/a	0.623	correct	left	male
25.609	0.5083	succesful_stop	0.2	n/a	n/a	right	female
28.6173	0.5083	go	n/a	0.534	correct	left	male
36.1421	0.5083	go	n/a	0.672	correct	right	female
41.1419	0.5084	go	n/a	0.544	correct	right	female
45.6501	0.5084	go	n/a	0.569	correct	left	male
49.1584	0.5083	go	n/a	0.634	correct	left	male
53.1666	0.5083	succesful_stop	0.25	n/a	n/a	right	male
56.6749	0.5083	succesful_stop	0.3	n/a	n/a	right	male
61.1831	0.5083	go	n/a	0.592	correct	left	male
68.2079	0.5083	unsuccesful_stop	0.35	0.56	correct	right	female
72.2161	0.5083	go	n/a	0.639	correct	left	male
76.716	0.5083	succesful_stop	0.4	n/a	n/a	right	female
80.2326	0.5083	go	n/a	0.801	correct	left	male
84.7324	0.5084	go	n/a	0.642	correct	left	male
89.7406	0.5084	go	n/a	0.674	correct	right	female
96.2655	0.5083	go	n/a	1.017	correct	left	male
100.7653	0.5084	go	n/a	0.632	correct	right	female
104.2819	0.5083	unsuccesful_stop	0.45	0.661	correct	left	male
109.2818	0.5083	go	n/a	n/a	miss	right	male
115.2983	0.5083	go	n/a	0.675	correct	right	female
119.3065	0.5083	go	n/a	0.61	correct	left	male
122.3231	0.5083	go	n/a	0.79	correct	left	male
126.3313	0.5084	go	n/a	0.597	correct	left	male
130.3396	0.5083	go	n/a	0.43	correct	left	male
134.3478	0.5083	unsuccesful_stop	0.5	0.699	correct	right	female
139.8476	0.5084	unsuccesful_stop	0.55	0.789	correct	right	female
142.3642	0.5084	unsuccesful_stop	0.6	0.744	correct	left	male
146.3725	0.5083	go	n/a	0.736	correct	right	female
151.8723	0.5083	go	n/a	0.727	correct	left	male
155.3806	0.5083	unsuccesful_stop	0.6	0.725	correct	left	male
158.3971	0.5084	unsuccesful_stop	0.55	0.645	correct	left	male
162.897	0.5083	succesful_stop	0.5	n/a	n/a	right	male
170.9135	0.5083	go	n/a	0.816	correct	left	male
174.4301	0.5083	succesful_stop	0.45	n/a	n/a	right	female
178.4383	0.5083	succesful_stop	0.45	n/a	n/a	right	male
187.9464	0.5083	go	n/a	0.817	correct	right	female
191.4546	0.5083	succesful_stop	0.5	n/a	n/a	right	female
195.4628	0.5083	go	n/a	1.122	correct	left	male
199.4711	0.5083	go	n/a	0.993	correct	right	female
202.9793	0.5083	succesful_stop	0.55	n/a	n/a	right	male
206.4959	0.5083	go	n/a	0.984	correct	right	female
210.5041	0.5083	go	n/a	1.261	correct	right	female
214.5123	0.5083	go	n/a	1.034	correct	left	male
224.0204	0.5083	go	n/a	0.848	correct	left	male
231.5369	0.5083	succesful_stop	0.6	n/a	n/a	right	female
236.0451	0.5083	go	n/a	0.99	correct	left	male
240.0533	0.5083	unsuccesful_stop	0.65	0.777	correct	left	male
242.5699	0.5083	succesful_stop	0.7	n/a	n/a	right	male
