onset	duration	trial_type	stop_signal_delay	response_time	response_accuracy	response_hand	sex
1.5602	0.5083	go	n/a	1.01	incorrect	left	female
8.5768	0.5083	unsuccesful_stop	0.2	0.608	correct	right	female
13.5851	0.5083	succesful_stop	0.2	n/a	n/a	right	female
17.5933	0.5084	succesful_stop	0.25	n/a	n/a	right	female
24.1183	0.5083	go	n/a	0.885	correct	right	female
28.6182	0.5083	succesful_stop	0.3	n/a	n/a	right	female
33.1265	0.5083	go	n/a	0.767	correct	right	female
37.6348	0.5083	succesful_stop	0.35	n/a	n/a	right	female
40.6431	0.5083	go	n/a	0.831	correct	left	male
44.6514	0.5083	go	n/a	0.822	correct	left	male
49.1596	0.5084	go	n/a	0.54	correct	left	male
53.1679	0.5084	unsuccesful_stop	0.4	0.588	correct	left	male
56.6762	0.5084	go	n/a	0.668	correct	left	male
61.6845	0.5083	unsuccesful_stop	0.45	0.501	incorrect	left	female
64.2011	0.5084	go	n/a	0.638	correct	right	female
69.7011	0.5083	go	n/a	0.573	correct	left	male
77.2177	0.5083	go	n/a	0.761	correct	right	female
81.226	0.5083	unsuccesful_stop	0.5	0.663	correct	right	female
85.2342	0.5084	go	n/a	0.717	correct	right	female
88.2509	0.5083	go	n/a	0.914	correct	right	female
93.2508	0.5083	go	n/a	0.665	incorrect	right	male
100.7674	0.5083	unsuccesful_stop	0.55	0.68	correct	left	male
105.2757	0.5083	go	n/a	0.53	correct	left	male
108.2923	0.5083	go	n/a	0.639	correct	left	male
116.3089	0.5083	go	n/a	0.94	correct	right	female
121.8088	0.5084	unsuccesful_stop	0.55	0.697	correct	right	female
128.8254	0.5083	go	n/a	0.641	correct	left	male
133.3337	0.5083	unsuccesful_stop	0.5	0.597	correct	left	male
137.342	0.5083	succesful_stop	0.45	n/a	n/a	right	female
144.3669	0.5083	go	n/a	0.643	correct	right	female
149.8668	0.5084	go	n/a	0.721	incorrect	left	female
153.8751	0.5084	go	n/a	0.6	correct	right	female
161.3917	0.5083	go	n/a	0.626	correct	left	male
164.9	0.5083	unsuccesful_stop	0.4	0.529	correct	right	female
172.9166	0.5083	go	n/a	0.736	correct	right	female
176.9249	0.5083	go	n/a	0.509	correct	right	female
180.4415	0.5083	go	n/a	0.698	correct	left	male
184.9414	0.5084	go	n/a	0.587	correct	left	male
189.4497	0.5083	go	n/a	0.596	correct	left	male
192.4664	0.5083	go	n/a	0.66	correct	right	female
197.4663	0.5083	unsuccesful_stop	0.35	0.561	correct	left	male
200.9746	0.5083	go	n/a	0.537	correct	right	female
204.9829	0.5083	go	n/a	0.537	correct	left	male
209.4912	0.5083	go	n/a	0.614	correct	right	female
212.5078	0.5083	unsuccesful_stop	0.3	0.485	correct	left	male
218.0077	0.5084	unsuccesful_stop	0.25	0.463	correct	right	female
221.016	0.5084	go	n/a	0.671	incorrect	left	female
225.5243	0.5083	go	n/a	0.593	correct	left	male
228.5409	0.5084	succesful_stop	0.2	n/a	n/a	right	male
237.0492	0.5083	go	n/a	0.575	correct	left	male
242.0575	0.5083	go	n/a	0.581	incorrect	right	male
246.0657	0.5084	unsuccesful_stop	0.15	0.726	correct	right	female
250.074	0.5084	go	n/a	0.58	correct	left	male
253.0823	0.5084	go	n/a	0.466	correct	left	male
257.5906	0.5083	go	n/a	0.441	incorrect	left	female
260.6072	0.5084	go	n/a	0.573	correct	left	male
265.6072	0.5083	go	n/a	0.581	correct	left	male
268.6238	0.5083	go	n/a	0.595	correct	right	female
274.1238	0.5083	go	n/a	0.54	correct	right	female
277.632	0.5084	go	n/a	0.513	correct	left	male
280.6487	0.5083	unsuccesful_stop	0.1	0.668	correct	left	male
