onset	duration	trial_type	stop_signal_delay	response_time	response_accuracy	response_hand	sex
0.5599	0.5083	go	n/a	0.966	incorrect	left	female
4.0765	0.5083	succesful_stop	0.2	n/a	n/a	right	female
9.0764	0.5083	go	n/a	0.557	correct	left	male
12.093	0.5083	succesful_stop	0.25	n/a	n/a	right	female
17.0929	0.5083	go	n/a	0.878	correct	right	female
20.6012	0.5083	go	n/a	0.802	correct	left	male
24.1178	0.5083	succesful_stop	0.3	n/a	n/a	right	male
28.126	0.5084	succesful_stop	0.35	n/a	n/a	right	female
33.126	0.5083	go	n/a	0.605	correct	left	male
36.1426	0.5083	go	n/a	0.845	correct	right	female
41.1425	0.5083	go	n/a	0.761	correct	right	female
45.1507	0.5084	go	n/a	0.769	correct	right	female
49.659	0.5083	go	n/a	0.9	correct	right	female
52.6673	0.5083	go	n/a	0.808	correct	left	male
56.6755	0.5084	go	n/a	0.757	correct	left	male
60.6838	0.5083	go	n/a	0.763	correct	right	female
65.6921	0.5083	succesful_stop	0.4	n/a	n/a	right	male
69.2003	0.5083	go	n/a	0.566	correct	left	male
72.2169	0.5084	go	n/a	0.774	correct	right	female
77.2168	0.5084	succesful_stop	0.45	n/a	n/a	right	female
84.7334	0.5083	succesful_stop	0.5	n/a	n/a	right	male
88.7416	0.5084	unsuccesful_stop	0.55	0.716	correct	left	male
93.2499	0.5083	go	n/a	0.955	correct	left	male
97.7582	0.5083	succesful_stop	0.6	n/a	n/a	right	male
100.2748	0.5083	go	n/a	0.895	correct	right	female
104.7747	0.5083	go	n/a	0.764	correct	right	female
109.7829	0.5084	succesful_stop	0.65	n/a	n/a	right	male
113.7912	0.5083	go	n/a	0.834	correct	right	female
116.3078	0.5084	go	n/a	0.932	correct	right	female
121.3077	0.5084	go	n/a	0.827	correct	left	male
125.316	0.5083	unsuccesful_stop	0.7	0.755	correct	right	female
129.8243	0.5083	go	n/a	1.002	correct	left	male
132.3409	0.5083	succesful_stop	0.75	n/a	n/a	right	male
137.3408	0.5083	unsuccesful_stop	0.8	0.864	correct	left	male
140.8491	0.5083	go	n/a	1.05	correct	left	male
145.8573	0.5083	go	n/a	0.8	correct	right	female
149.8656	0.5083	go	n/a	0.777	correct	left	male
152.8739	0.5083	go	n/a	0.86	correct	left	male
157.3821	0.5083	go	n/a	0.759	correct	right	female
160.3987	0.5083	unsuccesful_stop	0.85	0.781	correct	left	male
169.4069	0.5083	unsuccesful_stop	0.9	0.77	correct	left	male
173.9151	0.5084	go	n/a	0.698	correct	right	female
176.9234	0.5084	go	n/a	1.091	correct	left	male
180.44	0.5084	go	n/a	0.782	correct	right	female
184.94	0.5083	go	n/a	0.942	correct	right	female
189.4482	0.5083	go	n/a	0.816	correct	left	male
192.4648	0.5083	go	n/a	1.183	correct	right	female
197.4647	0.5084	go	n/a	0.518	incorrect	left	female
201.473	0.5083	go	n/a	0.504	correct	right	female
205.4813	0.5083	go	n/a	0.581	correct	right	female
209.9895	0.5083	go	n/a	0.673	correct	left	male
217.506	0.5084	go	n/a	0.835	correct	left	male
221.5143	0.5083	go	n/a	0.785	correct	left	male
225.0226	0.5083	unsuccesful_stop	0.95	0.785	correct	right	female
229.0308	0.5084	go	n/a	1.164	correct	left	male
233.5391	0.5083	go	n/a	1.209	correct	left	male
237.5474	0.5083	go	n/a	1.093	correct	left	male
241.0556	0.5084	go	n/a	0.768	correct	right	female
244.5722	0.5084	go	n/a	0.738	correct	left	male
249.0722	0.5083	go	n/a	0.993	correct	right	female
253.0804	0.5083	unsuccesful_stop	1.0	0.933	correct	right	female
257.0887	0.5083	go	n/a	1.076	correct	left	male
262.0969	0.5084	go	n/a	1.157	incorrect	left	female
265.6052	0.5083	go	n/a	1.34	correct	left	male
269.1135	0.5083	go	n/a	1.095	correct	left	male
273.1217	0.5084	unsuccesful_stop	1.05	1.156	correct	right	female
277.13	0.5083	go	n/a	1.33	correct	right	female
280.6466	0.5083	go	n/a	1.736	correct	right	female
286.1465	0.5083	go	n/a	1.52	correct	right	female
288.6631	0.5083	go	n/a	1.684	correct	right	female
294.163	0.5084	go	n/a	1.172	correct	left	male
298.1713	0.5083	go	n/a	1.052	correct	right	female
302.1796	0.5083	go	n/a	1.233	correct	left	male
306.1878	0.5083	go	n/a	1.15	correct	left	male
310.1961	0.5083	unsuccesful_stop	1.1	1.072	correct	right	female
313.2044	0.5083	go	n/a	1.887	correct	right	female
318.2126	0.5083	go	n/a	1.554	correct	right	female
321.2209	0.5083	go	n/a	1.257	correct	right	female
325.7291	0.5084	go	n/a	1.229	correct	right	female
329.2374	0.5083	unsuccesful_stop	1.15	1.333	correct	right	female
332.754	0.5083	go	n/a	1.472	correct	right	female
336.7623	0.5083	go	n/a	1.25	correct	left	male
345.7705	0.5083	unsuccesful_stop	1.2	1.183	correct	right	female
353.287	0.5083	go	n/a	1.442	correct	left	male
358.2952	0.5084	unsuccesful_stop	1.2	1.169	correct	left	male
361.8035	0.5083	unsuccesful_stop	1.15	1.007	correct	right	female
364.8201	0.5083	succesful_stop	1.1	n/a	n/a	right	female
369.32	0.5084	go	n/a	1.26	correct	left	male
373.8283	0.5083	succesful_stop	1.05	n/a	n/a	right	male
377.8366	0.5083	succesful_stop	1.05	n/a	n/a	right	male
382.3448	0.5083	succesful_stop	1.1	n/a	n/a	right	male
386.3531	0.5083	go	n/a	1.48	correct	right	female
394.3696	0.5083	succesful_stop	1.15	n/a	n/a	right	female
396.8862	0.5083	go	n/a	1.227	correct	left	male
401.3861	0.5084	go	n/a	1.336	correct	right	female
405.3944	0.5083	go	n/a	1.833	correct	right	female
409.4027	0.5083	go	n/a	1.566	correct	left	male
414.4109	0.5083	go	n/a	1.576	correct	right	female
418.4192	0.5083	go	n/a	1.646	correct	right	female
421.9274	0.5084	succesful_stop	1.2	n/a	n/a	right	female
