name	intensity-avg	volume
Left-wm-bankssts	98.3473	2660.6
Left-wm-caudalanteriorcingulate	103.0945	2625.4
Left-wm-caudalmiddlefrontal	98.4197	6462.8
Left-wm-cuneus	92.3948	2041.7
Left-wm-entorhinal	76.0281	710.1
Left-wm-fusiform	86.8893	4919.3
Left-wm-inferiorparietal	98.0527	10127.6
Left-wm-inferiortemporal	88.1508	6143.0
Left-wm-isthmuscingulate	99.6854	3461.2
Left-wm-lateraloccipital	91.5457	8406.4
Left-wm-lateralorbitofrontal	94.8854	6571.6
Left-wm-lingual	86.1575	4876.3
Left-wm-medialorbitofrontal	93.8569	2929.9
Left-wm-middletemporal	90.2313	6327.4
Left-wm-parahippocampal	86.9086	1436.2
Left-wm-paracentral	93.5603	3535.1
Left-wm-parsopercularis	95.3203	3403.7
Left-wm-parsorbitalis	83.8635	981.5
Left-wm-parstriangularis	94.3072	3033.0
Left-wm-pericalcarine	90.8254	2635.4
Left-wm-postcentral	92.9254	7397.8
Left-wm-posteriorcingulate	97.8518	4169.2
Left-wm-precentral	94.4753	13453.8
Left-wm-precuneus	97.98299999999999	8543.0
Left-wm-rostralanteriorcingulate	99.1252	2119.0
Left-wm-rostralmiddlefrontal	95.2697	12286.9
Left-wm-superiorfrontal	94.9295	18069.7
Left-wm-superiorparietal	97.1913	11624.4
Left-wm-superiortemporal	93.1347	6622.8
Left-wm-supramarginal	98.1199	7951.6
Left-wm-frontalpole	85.6075	287.4
Left-wm-temporalpole	72.4802	518.2
Left-wm-transversetemporal	96.09200000000001	646.1
Left-wm-insula	92.7623	9785.4
Right-wm-bankssts	94.6926	2194.2
Right-wm-caudalanteriorcingulate	100.2433	2677.0
Right-wm-caudalmiddlefrontal	95.7825	7097.4
Right-wm-cuneus	89.0947	2014.1
Right-wm-entorhinal	76.235	664.4
Right-wm-fusiform	85.223	4594.4
Right-wm-inferiorparietal	94.0951	10029.6
Right-wm-inferiortemporal	84.6839	5909.3
Right-wm-isthmuscingulate	99.8576	3649.9
Right-wm-lateraloccipital	89.5378	8269.6
Right-wm-lateralorbitofrontal	92.3319	7058.4
Right-wm-lingual	85.5901	5378.4
Right-wm-medialorbitofrontal	93.4698	3388.3
Right-wm-middletemporal	84.6469	6708.5
Right-wm-parahippocampal	86.3605	1420.6
Right-wm-paracentral	94.5157	4484.5
Right-wm-parsopercularis	94.1319	3015.6
Right-wm-parsorbitalis	82.1009	1028.5
Right-wm-parstriangularis	93.0947	3571.9
Right-wm-pericalcarine	85.68	2501.8
Right-wm-postcentral	91.6572	8081.8
Right-wm-posteriorcingulate	98.4132	4452.1
Right-wm-precentral	92.5796	12622.0
Right-wm-precuneus	96.7402	9412.7
Right-wm-rostralanteriorcingulate	102.7433	1771.5
Right-wm-rostralmiddlefrontal	93.3557	11920.5
Right-wm-superiorfrontal	94.2595	17265.9
Right-wm-superiorparietal	97.3252	10387.0
Right-wm-superiortemporal	87.4586	6283.3
Right-wm-supramarginal	95.5519	8718.3
Right-wm-frontalpole	85.2881	407.8
Right-wm-temporalpole	74.2669	585.0
Right-wm-transversetemporal	93.9379	565.9
Right-wm-insula	92.4427	8486.1
Left-UnsegmentedWhiteMatter	101.7177	32134.9
Right-UnsegmentedWhiteMatter	100.741	32835.9
