onset	duration	trial_type	stop_signal_delay	response_time	response_accuracy	response_hand	sex
1.0644	0.5083	go	n/a	0.639	correct	left	male
4.081	0.5083	go	n/a	0.522	correct	right	female
9.0808	0.5084	unsuccesful_stop	0.2	0.403	correct	left	male
13.589	0.5084	succesful_stop	0.2	n/a	n/a	right	female
16.5973	0.5083	go	n/a	0.63	correct	left	male
20.1139	0.5083	go	n/a	0.587	correct	right	female
25.6137	0.5083	succesful_stop	0.25	n/a	n/a	right	male
28.1303	0.5083	succesful_stop	0.3	n/a	n/a	right	male
37.6383	0.5084	succesful_stop	0.35	n/a	n/a	right	female
41.6466	0.5083	succesful_stop	0.4	n/a	n/a	right	male
45.1548	0.5083	go	n/a	0.804	correct	left	male
48.663	0.5083	go	n/a	0.751	correct	left	male
52.6712	0.5084	go	n/a	0.672	correct	left	male
57.6794	0.5084	go	n/a	0.64	correct	right	female
60.6877	0.5083	go	n/a	0.642	correct	left	male
64.2042	0.5084	go	n/a	0.655	correct	right	female
68.7041	0.5083	go	n/a	0.525	correct	left	male
72.2207	0.5083	go	n/a	0.483	correct	left	male
77.7205	0.5083	go	n/a	0.486	correct	left	male
81.2288	0.5083	go	n/a	0.511	correct	left	male
85.737	0.5083	go	n/a	0.575	correct	right	female
92.7534	0.5083	go	n/a	0.505	correct	left	male
96.7616	0.5084	unsuccesful_stop	0.45	0.529	correct	right	female
100.7699	0.5083	unsuccesful_stop	0.5	0.658	correct	left	male
104.7781	0.5083	go	n/a	0.924	correct	left	male
108.2946	0.5084	go	n/a	0.75	correct	right	female
113.7945	0.5083	unsuccesful_stop	0.55	0.601	correct	right	female
117.8027	0.5083	go	n/a	1.141	incorrect	right	male
121.8109	0.5083	go	n/a	0.699	correct	right	female
124.8192	0.5083	go	n/a	1.093	correct	right	female
128.3357	0.5083	go	n/a	0.627	correct	left	male
132.8356	0.5083	go	n/a	0.595	correct	right	female
137.3438	0.5083	go	n/a	0.648	correct	right	female
141.352	0.5083	go	n/a	0.668	correct	left	male
145.3602	0.5084	unsuccesful_stop	0.6	0.67	correct	left	male
148.3768	0.5083	go	n/a	0.967	correct	left	male
153.8767	0.5083	unsuccesful_stop	0.65	0.742	correct	left	male
157.8849	0.5083	unsuccesful_stop	0.65	0.898	correct	right	female
161.3931	0.5083	go	n/a	1.234	correct	left	male
164.9013	0.5084	go	n/a	1.294	correct	left	male
168.9096	0.5083	go	n/a	0.894	correct	right	female
173.9178	0.5083	go	n/a	0.822	correct	left	male
177.926	0.5083	go	n/a	1.078	correct	left	male
181.4342	0.5083	go	n/a	1.336	correct	left	male
184.4508	0.5083	succesful_stop	0.6	n/a	n/a	right	female
188.9507	0.5083	go	n/a	1.049	correct	right	female
193.9588	0.5084	go	n/a	0.827	correct	left	male
196.4754	0.5084	succesful_stop	0.6	n/a	n/a	right	female
201.9753	0.5083	unsuccesful_stop	0.65	0.69	correct	right	female
