onset	duration	trial_type	stop_signal_delay	response_time	response_accuracy	response_hand	sex
0.549	0.5084	go	n/a	0.934	correct	left	male
8.5655	0.5083	go	n/a	0.478	correct	left	male
13.5737	0.5083	succesful_stop	0.2	n/a	n/a	right	male
17.5819	0.5083	go	n/a	0.481	correct	right	female
21.5902	0.5083	go	n/a	0.533	correct	right	female
25.0984	0.5083	go	n/a	0.423	correct	left	male
29.6066	0.5083	go	n/a	0.561	correct	right	female
32.1232	0.5083	go	n/a	0.759	correct	right	female
37.6231	0.5083	unsuccesful_stop	0.25	0.529	correct	left	male
41.6313	0.5083	go	n/a	0.714	correct	left	male
44.6395	0.5084	go	n/a	0.532	correct	right	female
49.1478	0.5083	succesful_stop	0.3	n/a	n/a	right	female
52.656	0.5083	go	n/a	0.551	correct	right	female
57.1642	0.5083	go	n/a	0.495	correct	left	male
61.6724	0.5083	go	n/a	0.509	correct	right	female
69.6889	0.5083	unsuccesful_stop	0.35	0.661	correct	left	male
73.1971	0.5083	go	n/a	0.71	correct	right	female
76.7054	0.5083	succesful_stop	0.4	n/a	n/a	right	female
80.2219	0.5083	go	n/a	0.673	correct	left	male
85.2218	0.5083	succesful_stop	0.45	n/a	n/a	right	male
88.2384	0.5083	go	n/a	0.595	correct	left	male
93.2382	0.5084	unsuccesful_stop	0.5	0.445	correct	right	female
96.7465	0.5083	unsuccesful_stop	0.55	0.524	correct	left	male
100.2631	0.5083	go	n/a	0.853	correct	left	male
104.2713	0.5083	go	n/a	0.763	correct	right	female
108.7712	0.5083	go	n/a	0.539	correct	right	female
116.7876	0.5083	go	n/a	0.589	correct	right	female
120.7958	0.5084	go	n/a	0.733	correct	right	female
125.3041	0.5083	go	n/a	0.886	correct	left	male
128.3206	0.5084	go	n/a	0.65	correct	right	female
133.8205	0.5083	go	n/a	0.683	correct	left	male
136.3371	0.5083	go	n/a	0.621	correct	right	female
141.837	0.5083	unsuccesful_stop	0.6	0.544	correct	right	female
145.8452	0.5083	go	n/a	0.669	correct	right	female
153.3616	0.5084	go	n/a	0.531	correct	right	female
157.8699	0.5083	go	n/a	0.595	correct	left	male
160.8781	0.5083	unsuccesful_stop	0.6	0.651	correct	right	female
164.3947	0.5083	unsuccesful_stop	0.55	0.695	correct	left	male
168.4029	0.5083	succesful_stop	0.5	n/a	n/a	right	male
172.9028	0.5083	go	n/a	0.814	correct	right	female
177.911	0.5083	go	n/a	0.787	correct	left	male
181.4192	0.5083	go	n/a	0.602	correct	right	female
184.4358	0.5083	go	n/a	0.854	correct	right	female
188.444	0.5084	go	n/a	1.278	incorrect	left	female
192.9439	0.5083	succesful_stop	0.45	n/a	n/a	right	female
197.4521	0.5084	succesful_stop	0.45	n/a	n/a	right	female
200.4687	0.5083	go	n/a	0.746	correct	left	male
205.9686	0.5083	go	n/a	1.015	correct	right	female
209.4768	0.5083	go	n/a	0.785	correct	left	male
213.985	0.5083	go	n/a	0.927	correct	right	female
216.5016	0.5083	go	n/a	0.758	correct	left	male
222.0015	0.5083	go	n/a	0.706	correct	left	male
224.5181	0.5083	go	n/a	0.834	correct	left	male
232.5345	0.5084	go	n/a	0.693	correct	right	female
237.5344	0.5083	go	n/a	0.762	correct	left	male
240.551	0.5083	go	n/a	0.735	correct	left	male
246.0508	0.5084	go	n/a	0.821	correct	left	male
252.5757	0.5083	go	n/a	0.838	correct	right	female
258.0755	0.5083	succesful_stop	0.5	n/a	n/a	right	female
260.5921	0.5083	go	n/a	0.977	correct	left	male
268.6086	0.5083	go	n/a	0.981	correct	right	female
