onset	duration	trial_type	stop_signal_delay	response_time	response_accuracy	response_hand	sex
1.5589	0.5083	succesful_stop	0.2	n/a	n/a	right	male
5.0671	0.5083	go	n/a	0.888	correct	left	male
8.5754	0.5083	unsuccesful_stop	0.25	0.826	correct	left	male
12.5836	0.5083	go	n/a	0.847	correct	left	male
17.5918	0.5083	succesful_stop	0.3	n/a	n/a	right	female
21.1	0.5083	go	n/a	0.87	correct	right	female
29.1164	0.5084	go	n/a	0.858	correct	left	male
32.6247	0.5083	go	n/a	1.002	correct	left	male
40.1495	0.5083	go	n/a	0.919	correct	left	male
44.1577	0.5083	go	n/a	0.953	correct	right	female
48.6575	0.5084	succesful_stop	0.35	n/a	n/a	right	female
53.1657	0.5084	succesful_stop	0.4	n/a	n/a	right	female
57.174	0.5083	succesful_stop	0.45	n/a	n/a	right	female
61.1822	0.5083	unsuccesful_stop	0.5	0.709	correct	right	female
65.1904	0.5083	succesful_stop	0.55	n/a	n/a	right	male
69.6986	0.5083	succesful_stop	0.6	n/a	n/a	right	female
72.2152	0.5083	go	n/a	1.128	correct	left	male
76.2234	0.5083	go	n/a	0.979	correct	left	male
80.7233	0.5083	succesful_stop	0.65	n/a	n/a	right	female
84.2399	0.5083	go	n/a	0.948	correct	left	male
88.7397	0.5083	go	n/a	1.069	correct	left	male
97.2561	0.5084	go	n/a	1.708	incorrect	left	female
101.7643	0.5084	succesful_stop	0.7	n/a	n/a	right	female
105.2726	0.5083	succesful_stop	0.75	n/a	n/a	right	female
109.7808	0.5083	succesful_stop	0.8	n/a	n/a	right	female
113.789	0.5083	go	n/a	1.032	correct	right	female
120.8055	0.5083	go	n/a	0.954	correct	left	male
124.322	0.5084	unsuccesful_stop	0.85	0.955	correct	left	male
128.3303	0.5083	go	n/a	1.26	correct	right	female
133.8301	0.5083	go	n/a	1.158	correct	left	male
136.3467	0.5083	go	n/a	1.032	correct	left	male
140.8466	0.5083	go	n/a	1.047	correct	right	female
145.8548	0.5083	go	n/a	1.159	correct	left	male
