onset	duration	trial_type	stop_signal_delay	response_time	response_accuracy	response_hand	sex
1.0534	0.5083	go	n/a	0.888	correct	left	male
5.5616	0.5083	unsuccesful_stop	0.2	0.598	correct	right	female
9.0698	0.5083	go	n/a	0.505	correct	right	female
12.5781	0.5083	go	n/a	0.617	correct	right	female
20.5945	0.5083	go	n/a	0.569	correct	right	female
25.6027	0.5083	go	n/a	0.452	correct	right	female
28.1193	0.5083	succesful_stop	0.2	n/a	n/a	right	male
32.6192	0.5083	go	n/a	0.478	incorrect	right	male
36.1358	0.5083	go	n/a	0.512	correct	right	female
41.1356	0.5083	succesful_stop	0.25	n/a	n/a	right	male
45.1438	0.5084	succesful_stop	0.3	n/a	n/a	right	male
49.1521	0.5083	unsuccesful_stop	0.35	0.549	correct	right	female
52.6603	0.5083	go	n/a	0.488	correct	right	female
57.6685	0.5083	succesful_stop	0.4	n/a	n/a	right	female
61.6767	0.5084	succesful_stop	0.45	n/a	n/a	right	male
64.1933	0.5084	go	n/a	0.879	correct	left	male
73.7014	0.5083	go	n/a	0.62	correct	left	male
77.2097	0.5083	unsuccesful_stop	0.5	0.537	correct	right	female
81.7179	0.5083	go	n/a	0.532	correct	right	female
84.7261	0.5083	go	n/a	0.513	correct	left	male
89.7343	0.5083	unsuccesful_stop	0.55	0.518	correct	right	female
93.7426	0.5083	go	n/a	0.553	correct	left	male
97.2508	0.5083	unsuccesful_stop	0.6	0.477	correct	right	female
100.759	0.5084	go	n/a	0.535	correct	right	female
109.2755	0.5083	go	n/a	0.512	correct	left	male
113.7837	0.5083	unsuccesful_stop	0.65	0.446	correct	right	female
116.7919	0.5084	unsuccesful_stop	0.65	0.536	correct	right	female
121.3002	0.5083	go	n/a	0.435	correct	left	male
125.3084	0.5083	go	n/a	0.427	correct	right	female
128.325	0.5083	go	n/a	0.522	correct	left	male
133.8248	0.5083	go	n/a	0.462	correct	right	female
136.3414	0.5083	unsuccesful_stop	0.6	0.483	correct	left	male
141.3413	0.5083	go	n/a	0.638	correct	left	male
144.3579	0.5083	go	n/a	0.448	correct	left	male
149.8577	0.5083	go	n/a	0.459	correct	left	male
153.8659	0.5084	go	n/a	0.481	incorrect	left	female
157.8742	0.5083	go	n/a	0.489	correct	right	female
160.8824	0.5083	go	n/a	0.447	correct	left	male
164.8907	0.5083	go	n/a	0.486	correct	right	female
168.8989	0.5083	unsuccesful_stop	0.55	0.479	correct	left	male
173.4071	0.5083	go	n/a	0.505	correct	right	female
177.4153	0.5083	go	n/a	0.438	correct	right	female
180.9236	0.5083	unsuccesful_stop	0.5	0.568	correct	right	female
184.9318	0.5083	go	n/a	0.553	incorrect	left	female
188.94	0.5083	unsuccesful_stop	0.45	0.463	correct	right	female
193.4482	0.5083	go	n/a	0.473	correct	right	female
197.4565	0.5083	go	n/a	0.903	correct	right	female
200.9647	0.5083	go	n/a	0.563	correct	left	male
204.4813	0.5083	go	n/a	0.47	correct	right	female
208.9811	0.5084	unsuccesful_stop	0.4	0.464	correct	left	male
213.9893	0.5084	go	n/a	0.514	correct	left	male
217.4976	0.5083	go	n/a	0.57	correct	right	female
221.5058	0.5083	go	n/a	0.475	correct	left	male
224.5224	0.5083	unsuccesful_stop	0.35	0.478	incorrect	right	male
234.0305	0.5083	unsuccesful_stop	0.3	0.539	correct	left	male
