onset	duration	trial_type	stop_signal_delay	response_time	response_accuracy	response_hand	sex
1.5359	0.5084	go	n/a	0.807	incorrect	left	female
5.5442	0.5083	unsuccesful_stop	0.2	0.628	incorrect	right	male
9.5525	0.5083	go	n/a	0.731	incorrect	right	male
12.5608	0.5083	succesful_stop	0.2	n/a	n/a	right	male
16.0774	0.5083	succesful_stop	0.25	n/a	n/a	right	male
25.0856	0.5083	go	n/a	0.842	incorrect	right	male
29.0939	0.5083	go	n/a	1.207	incorrect	left	female
32.1105	0.5083	go	n/a	0.921	incorrect	right	male
41.6187	0.5083	succesful_stop	0.3	n/a	n/a	right	female
45.6269	0.5084	go	n/a	0.732	incorrect	left	female
48.1436	0.5083	succesful_stop	0.35	n/a	n/a	right	female
53.1435	0.5083	go	n/a	0.768	incorrect	left	female
56.1601	0.5083	succesful_stop	0.4	n/a	n/a	right	male
61.16	0.5084	go	n/a	1.029	incorrect	right	male
65.6683	0.5083	succesful_stop	0.45	n/a	n/a	right	male
68.6766	0.5083	go	n/a	0.958	incorrect	left	female
72.1932	0.5083	go	n/a	0.735	incorrect	left	female
76.6932	0.5083	go	n/a	0.828	incorrect	right	male
81.7014	0.5083	unsuccesful_stop	0.5	0.659	incorrect	left	female
85.2097	0.5083	go	n/a	0.529	incorrect	right	male
88.2263	0.5083	go	n/a	0.664	incorrect	right	male
93.2262	0.5084	go	n/a	0.516	incorrect	right	male
97.2345	0.5083	go	n/a	0.688	incorrect	left	female
100.2511	0.5084	go	n/a	0.537	incorrect	right	male
104.7511	0.5083	go	n/a	0.627	incorrect	left	female
108.7593	0.5084	go	n/a	0.981	incorrect	left	female
113.7676	0.5083	go	n/a	0.946	incorrect	left	female
117.2759	0.5083	go	n/a	0.785	incorrect	right	male
121.7842	0.5083	unsuccesful_stop	0.55	0.731	incorrect	left	female
128.3091	0.5083	go	n/a	0.817	incorrect	right	male
132.3173	0.5084	go	n/a	0.468	incorrect	right	male
137.8173	0.5083	go	n/a	0.726	incorrect	left	female
141.8255	0.5083	go	n/a	0.816	incorrect	left	female
144.8338	0.5083	go	n/a	0.903	incorrect	right	male
148.8421	0.5083	go	n/a	0.844	incorrect	right	male
152.8504	0.5083	go	n/a	0.7	incorrect	left	female
156.367	0.5083	unsuccesful_stop	0.6	0.574	incorrect	left	female
160.8669	0.5083	go	n/a	0.544	incorrect	right	male
165.8752	0.5083	go	n/a	0.668	incorrect	left	female
168.3918	0.5083	go	n/a	0.75	correct	right	female
172.4001	0.5083	go	n/a	0.917	incorrect	left	female
177.9	0.5083	unsuccesful_stop	0.65	0.696	incorrect	left	female
184.9165	0.5084	go	n/a	0.639	incorrect	right	male
189.9248	0.5083	unsuccesful_stop	0.7	0.596	incorrect	right	male
193.4331	0.5083	go	n/a	0.655	incorrect	right	male
197.4414	0.5083	unsuccesful_stop	0.75	0.642	incorrect	right	male
200.458	0.5083	go	n/a	0.705	incorrect	left	female
205.4579	0.5083	succesful_stop	0.75	n/a	n/a	right	male
209.4662	0.5083	unsuccesful_stop	0.8	0.588	incorrect	left	female
212.9745	0.5083	go	n/a	1.34	incorrect	right	male
216.4911	0.5083	go	n/a	0.829	incorrect	left	female
220.4994	0.5083	go	n/a	0.872	incorrect	left	female
225.9993	0.5083	go	n/a	0.863	incorrect	right	male
233.0158	0.5084	unsuccesful_stop	0.8	0.793	incorrect	right	male
236.5325	0.5083	go	n/a	0.842	incorrect	left	female
241.5324	0.5083	unsuccesful_stop	0.75	0.84	incorrect	right	male
245.0407	0.5083	go	n/a	1.209	incorrect	right	male
249.0489	0.5084	go	n/a	0.815	incorrect	left	female
253.5572	0.5083	go	n/a	0.848	incorrect	right	male
257.0655	0.5083	go	n/a	1.118	incorrect	left	female
261.0738	0.5083	unsuccesful_stop	0.7	0.822	incorrect	left	female
265.582	0.5084	go	n/a	0.806	incorrect	left	female
269.5903	0.5083	succesful_stop	0.65	n/a	n/a	right	female
277.1069	0.5083	go	n/a	1.365	incorrect	left	female
281.6151	0.5084	go	n/a	0.927	incorrect	right	male
286.1234	0.5083	go	n/a	0.841	incorrect	left	female
290.1317	0.5083	go	n/a	0.768	incorrect	right	male
294.1399	0.5084	unsuccesful_stop	0.6	0.779	incorrect	left	female
298.1482	0.5083	go	n/a	0.526	incorrect	right	male
301.6565	0.5083	unsuccesful_stop	0.55	0.747	incorrect	left	female
309.673	0.5084	succesful_stop	0.5	n/a	n/a	right	male
313.1813	0.5084	go	n/a	0.827	incorrect	left	female
318.1896	0.5083	go	n/a	0.709	incorrect	right	male
321.1979	0.5083	go	n/a	0.692	correct	left	male
326.2061	0.5084	go	n/a	0.674	incorrect	right	male
330.2144	0.5083	succesful_stop	0.45	n/a	n/a	right	female
