onset	duration	trial_type	stop_signal_delay	response_time	response_accuracy	response_hand	sex
0.545	0.5083	go	n/a	0.99	correct	left	male
5.0532	0.5084	go	n/a	1.129	correct	right	female
8.5615	0.5083	go	n/a	0.944	correct	right	female
12.5697	0.5083	go	n/a	1.004	correct	right	female
16.0863	0.5083	go	n/a	1.211	correct	right	female
21.5861	0.5084	succesful_stop	0.2	n/a	n/a	right	female
24.5944	0.5083	go	n/a	0.845	correct	left	male
28.6026	0.5083	succesful_stop	0.25	n/a	n/a	right	female
32.1192	0.5083	go	n/a	1.305	correct	left	male
37.1191	0.5083	succesful_stop	0.3	n/a	n/a	right	male
40.1356	0.5084	go	n/a	0.992	correct	right	female
44.6355	0.5083	succesful_stop	0.35	n/a	n/a	right	male
49.6437	0.5083	succesful_stop	0.4	n/a	n/a	right	female
53.652	0.5083	go	n/a	0.829	correct	left	male
57.1602	0.5083	succesful_stop	0.45	n/a	n/a	right	male
61.6684	0.5083	go	n/a	0.885	correct	left	male
65.6766	0.5084	go	n/a	0.857	correct	right	female
69.1849	0.5083	succesful_stop	0.5	n/a	n/a	right	male
72.6931	0.5083	succesful_stop	0.55	n/a	n/a	right	male
77.2013	0.5083	go	n/a	1.063	correct	left	male
80.7096	0.5083	go	n/a	0.784	correct	left	male
85.7178	0.5083	unsuccesful_stop	0.6	0.665	correct	right	female
93.2342	0.5083	unsuccesful_stop	0.65	0.747	correct	left	male
96.7425	0.5083	go	n/a	1.017	correct	left	male
100.259	0.5084	unsuccesful_stop	0.7	0.825	correct	right	female
104.7589	0.5083	go	n/a	0.96	correct	right	female
108.7672	0.5083	go	n/a	1.05	correct	right	female
112.2837	0.5083	go	n/a	0.895	correct	right	female
117.7836	0.5083	go	n/a	0.823	correct	left	male
120.7918	0.5084	go	n/a	0.794	correct	left	male
124.3084	0.5083	go	n/a	0.804	correct	right	female
129.3083	0.5083	unsuccesful_stop	0.75	0.866	correct	right	female
132.3249	0.5083	unsuccesful_stop	0.8	0.949	correct	right	female
137.3247	0.5083	go	n/a	1.202	correct	left	male
145.8412	0.5083	go	n/a	0.939	correct	left	male
148.3578	0.5083	go	n/a	1.006	correct	left	male
153.3576	0.5084	unsuccesful_stop	0.85	0.931	correct	left	male
157.8658	0.5084	go	n/a	1.15	correct	right	female
161.3741	0.5083	go	n/a	1.23	correct	right	female
164.3907	0.5083	go	n/a	1.032	correct	left	male
172.4071	0.5083	succesful_stop	0.9	n/a	n/a	right	male
176.907	0.5083	unsuccesful_stop	0.95	1.082	correct	left	male
181.9152	0.5083	go	n/a	1.478	correct	right	female
184.4318	0.5083	go	n/a	1.309	correct	right	female
188.9317	0.5083	succesful_stop	1.0	n/a	n/a	right	female
192.4483	0.5083	go	n/a	1.165	correct	right	female
196.4565	0.5083	go	n/a	1.442	correct	right	female
200.4647	0.5083	go	n/a	1.164	correct	left	male
205.9646	0.5083	unsuccesful_stop	1.05	1.124	correct	left	male
208.9728	0.5083	go	n/a	1.213	correct	right	female
212.981	0.5084	go	n/a	1.19	correct	right	female
217.4893	0.5083	go	n/a	1.088	correct	left	male
220.9975	0.5083	go	n/a	1.227	correct	left	male
224.5141	0.5083	go	n/a	1.02	correct	left	male
229.014	0.5083	go	n/a	1.22	correct	left	male
234.0221	0.5084	unsuccesful_stop	1.1	1.092	correct	left	male
236.5388	0.5083	go	n/a	1.24	correct	left	male
242.0386	0.5083	go	n/a	1.24	correct	right	female
245.5468	0.5084	go	n/a	1.299	correct	left	male
249.0551	0.5083	unsuccesful_stop	1.15	1.134	correct	right	female
254.0633	0.5083	go	n/a	1.37	correct	left	male
257.5715	0.5083	unsuccesful_stop	1.2	1.077	correct	left	male
260.5881	0.5083	succesful_stop	1.2	n/a	n/a	right	female
265.588	0.5083	unsuccesful_stop	1.25	1.336	correct	right	female
269.5962	0.5083	succesful_stop	1.25	n/a	n/a	right	male
273.6044	0.5084	go	n/a	1.813	correct	left	male
277.6127	0.5083	go	n/a	1.696	correct	right	female
281.6209	0.5083	unsuccesful_stop	1.3	1.443	correct	right	female
289.1374	0.5083	succesful_stop	1.3	n/a	n/a	right	female
297.1538	0.5083	go	n/a	2.18	correct	right	female
301.662	0.5083	go	n/a	1.927	correct	left	male
305.1703	0.5083	go	n/a	1.911	correct	right	female
309.1785	0.5083	go	n/a	1.379	correct	left	male
312.6951	0.5083	go	n/a	1.445	correct	left	male
321.7032	0.5083	go	n/a	1.554	correct	right	female
325.7114	0.5083	go	n/a	1.457	correct	left	male
330.2196	0.5083	unsuccesful_stop	1.35	1.366	correct	left	male
333.2278	0.5084	go	n/a	1.716	correct	left	male
337.2361	0.5083	go	n/a	1.769	correct	left	male
342.2443	0.5083	succesful_stop	1.35	n/a	n/a	right	female
344.7609	0.5083	go	n/a	1.704	correct	left	male
350.2607	0.5083	succesful_stop	1.4	n/a	n/a	right	female
358.2772	0.5083	go	n/a	1.862	correct	right	female
362.2854	0.5083	succesful_stop	1.45	n/a	n/a	right	female
365.7936	0.5084	go	n/a	1.915	correct	left	male
369.3019	0.5083	go	n/a	2.368	correct	left	male
374.3101	0.5083	go	n/a	1.382	correct	left	male
377.8183	0.5083	go	n/a	1.711	correct	left	male
380.8349	0.5083	unsuccesful_stop	1.5	1.634	correct	left	male
389.843	0.5083	go	n/a	1.632	correct	left	male
393.3512	0.5084	go	n/a	1.641	correct	right	female
397.8595	0.5083	go	n/a	1.982	correct	right	female
401.8677	0.5083	succesful_stop	1.55	n/a	n/a	right	female
404.8843	0.5083	succesful_stop	1.6	n/a	n/a	right	male
408.8925	0.5083	succesful_stop	1.65	n/a	n/a	right	female
414.3923	0.5084	go	n/a	1.822	correct	right	female
418.4006	0.5083	go	n/a	1.884	correct	right	female
424.9254	0.5083	unsuccesful_stop	1.7	1.576	correct	left	male
434.4335	0.5083	succesful_stop	1.75	n/a	n/a	right	male
438.4417	0.5083	go	n/a	n/a	miss	right	female
