onset	duration	trial_type	stop_signal_delay	response_time	response_accuracy	response_hand	sex
1.5421	0.5083	unsuccesful_stop	0.2	0.67	correct	left	male
5.0503	0.5084	go	n/a	0.594	correct	left	male
8.5586	0.5083	succesful_stop	0.2	n/a	n/a	right	male
12.5668	0.5083	go	n/a	0.477	correct	left	male
17.575	0.5083	succesful_stop	0.25	n/a	n/a	right	female
21.0833	0.5083	go	n/a	n/a	miss	right	female
31.108	0.5083	go	n/a	0.817	correct	left	male
34.6162	0.5083	go	n/a	0.72	correct	left	male
42.141	0.5083	go	n/a	0.625	correct	left	male
46.1493	0.5083	go	n/a	0.467	incorrect	left	female
50.6491	0.5084	succesful_stop	0.3	n/a	n/a	right	female
55.1574	0.5083	succesful_stop	0.35	n/a	n/a	right	female
59.1656	0.5083	succesful_stop	0.4	n/a	n/a	right	female
63.1738	0.5083	succesful_stop	0.45	n/a	n/a	right	female
67.182	0.5083	succesful_stop	0.5	n/a	n/a	right	male
71.6902	0.5084	succesful_stop	0.55	n/a	n/a	right	female
74.2068	0.5084	go	n/a	0.812	correct	left	male
78.2151	0.5083	go	n/a	0.863	correct	left	male
82.715	0.5083	succesful_stop	0.6	n/a	n/a	right	female
86.2315	0.5083	go	n/a	0.897	correct	left	male
90.7314	0.5083	go	n/a	0.824	correct	left	male
99.2479	0.5083	go	n/a	n/a	miss	right	female
105.7643	0.5084	succesful_stop	0.65	n/a	n/a	right	female
109.2726	0.5083	succesful_stop	0.7	n/a	n/a	right	female
113.7808	0.5083	succesful_stop	0.75	n/a	n/a	right	female
117.789	0.5083	go	n/a	n/a	miss	right	female
126.8138	0.5083	go	n/a	0.88	correct	left	male
130.3304	0.5083	unsuccesful_stop	0.8	0.888	correct	left	male
134.3386	0.5083	go	n/a	n/a	miss	right	female
141.8467	0.5083	go	n/a	0.902	correct	left	male
144.3633	0.5083	go	n/a	0.84	correct	left	male
148.8632	0.5083	go	n/a	n/a	miss	right	female
155.8797	0.5083	go	n/a	0.88	correct	left	male
159.3879	0.5083	go	n/a	0.804	correct	left	male
163.3962	0.5083	go	n/a	0.745	correct	left	male
171.9126	0.5083	go	n/a	0.845	correct	left	male
175.9208	0.5083	go	n/a	0.709	correct	left	male
183.9373	0.5083	unsuccesful_stop	0.85	0.731	correct	left	male
186.9455	0.5084	succesful_stop	0.9	n/a	n/a	right	female
190.4621	0.5083	succesful_stop	0.95	n/a	n/a	right	female
194.4703	0.5084	go	n/a	0.978	correct	left	male
203.9784	0.5083	go	n/a	n/a	miss	right	female
208.9949	0.5084	unsuccesful_stop	1.0	0.904	correct	left	male
214.0032	0.5083	go	n/a	1.019	correct	left	male
217.0114	0.5083	unsuccesful_stop	1.05	0.984	correct	left	male
221.5196	0.5083	go	n/a	n/a	miss	right	female
228.0361	0.5083	go	n/a	n/a	miss	right	female
233.0526	0.5084	unsuccesful_stop	1.1	1.086	correct	left	male
241.0691	0.5083	go	n/a	n/a	miss	right	female
247.5856	0.5083	go	n/a	1.168	correct	left	male
250.6022	0.5083	unsuccesful_stop	1.15	1.249	incorrect	left	female
255.6021	0.5083	go	n/a	n/a	miss	right	female
260.6269	0.5083	unsuccesful_stop	1.2	0.931	correct	left	male
