onset	duration	trial_type	stop_signal_delay	response_time	response_accuracy	response_hand	sex
0.075	0.5083	go	n/a	1.073	correct	right	female
4.0832	0.5083	succesful_stop	0.2	n/a	n/a	right	female
8.0914	0.5083	succesful_stop	0.25	n/a	n/a	right	female
13.0913	0.5083	go	n/a	0.763	correct	left	male
17.5995	0.5083	go	n/a	0.806	correct	right	female
21.1077	0.5084	go	n/a	0.805	correct	right	female
24.616	0.5083	go	n/a	0.903	correct	left	male
29.1242	0.5083	go	n/a	0.8	correct	right	female
32.6324	0.5084	go	n/a	0.891	correct	right	female
41.6489	0.5083	succesful_stop	0.3	n/a	n/a	right	female
44.1655	0.5083	succesful_stop	0.35	n/a	n/a	right	male
49.1653	0.5084	succesful_stop	0.4	n/a	n/a	right	female
52.1819	0.5083	go	n/a	0.738	correct	left	male
57.6818	0.5083	go	n/a	0.741	correct	left	male
60.69	0.5083	succesful_stop	0.45	n/a	n/a	right	female
65.6982	0.5083	go	n/a	0.738	correct	left	male
69.7065	0.5083	unsuccesful_stop	0.5	0.718	correct	left	male
72.2231	0.5083	go	n/a	0.907	correct	right	female
76.2313	0.5083	succesful_stop	0.55	n/a	n/a	right	male
84.2477	0.5084	go	n/a	0.801	correct	left	male
88.256	0.5083	go	n/a	0.861	correct	left	male
96.7641	0.5083	go	n/a	0.884	correct	right	female
101.7723	0.5083	go	n/a	0.807	correct	left	male
109.2887	0.5084	go	n/a	0.872	correct	left	male
112.797	0.5083	succesful_stop	0.6	n/a	n/a	right	female
116.8052	0.5083	go	n/a	0.865	correct	left	male
121.3134	0.5083	go	n/a	1.125	correct	right	female
125.3216	0.5084	go	n/a	0.838	correct	left	male
129.8299	0.5083	go	n/a	1.012	correct	right	female
136.3547	0.5083	go	n/a	0.896	correct	right	female
141.3546	0.5083	go	n/a	0.9	correct	left	male
144.3711	0.5084	go	n/a	1.059	correct	left	male
149.371	0.5083	go	n/a	0.831	correct	left	male
152.8792	0.5084	succesful_stop	0.65	n/a	n/a	right	female
157.3875	0.5083	unsuccesful_stop	0.7	0.899	correct	left	male
161.3957	0.5083	succesful_stop	0.75	n/a	n/a	right	female
164.4123	0.5083	succesful_stop	0.8	n/a	n/a	right	male
169.9121	0.5083	go	n/a	1.267	correct	right	female
172.4287	0.5083	go	n/a	1.16	correct	right	female
