onset	duration	trial_type	stop_signal_delay	response_time	response_accuracy	response_hand	sex
0.0857	0.5083	go	n/a	1.037	correct	left	male
5.0856	0.5084	go	n/a	0.766	correct	left	male
8.1023	0.5083	go	n/a	0.841	correct	left	male
17.1105	0.5083	go	n/a	0.856	correct	left	male
20.1271	0.5083	go	n/a	0.887	correct	left	male
25.627	0.5083	go	n/a	0.898	correct	right	female
29.6353	0.5083	go	n/a	0.832	correct	right	female
33.1436	0.5083	succesful_stop	0.2	n/a	n/a	right	male
36.6518	0.5084	go	n/a	1.665	correct	right	female
40.1685	0.5083	succesful_stop	0.25	n/a	n/a	right	male
48.6767	0.5083	go	n/a	0.684	correct	left	male
52.6849	0.5084	unsuccesful_stop	0.3	0.691	correct	right	female
57.1932	0.5083	succesful_stop	0.35	n/a	n/a	right	female
60.2098	0.5084	succesful_stop	0.4	n/a	n/a	right	female
65.7098	0.5083	succesful_stop	0.45	n/a	n/a	right	male
69.218	0.5084	succesful_stop	0.5	n/a	n/a	right	male
73.2263	0.5083	succesful_stop	0.55	n/a	n/a	right	female
77.7346	0.5083	succesful_stop	0.6	n/a	n/a	right	female
84.2595	0.5083	go	n/a	0.795	correct	left	male
88.2678	0.5083	unsuccesful_stop	0.65	0.786	correct	left	male
92.7677	0.5083	go	n/a	0.98	correct	right	female
96.776	0.5083	go	n/a	0.821	correct	left	male
100.7842	0.5084	go	n/a	0.848	correct	right	female
104.3008	0.5084	go	n/a	0.872	correct	right	female
108.8008	0.5083	go	n/a	0.783	correct	left	male
113.309	0.5084	go	n/a	0.768	correct	left	male
116.8173	0.5084	go	n/a	0.828	correct	left	male
121.8256	0.5083	unsuccesful_stop	0.7	0.822	correct	right	female
125.8339	0.5083	go	n/a	1.717	incorrect	left	female
129.8421	0.5084	go	n/a	0.834	correct	left	male
133.8504	0.5083	unsuccesful_stop	0.75	0.864	correct	right	female
137.3587	0.5083	go	n/a	0.932	correct	right	female
141.367	0.5083	unsuccesful_stop	0.8	0.8	correct	left	male
144.8752	0.5084	go	n/a	1.166	correct	right	female
149.8835	0.5083	unsuccesful_stop	0.85	0.83	correct	left	male
153.8918	0.5083	go	n/a	1.165	correct	right	female
157.9001	0.5083	go	n/a	1.244	correct	left	male
161.4083	0.5084	go	n/a	1.09	correct	left	male
165.4166	0.5083	go	n/a	1.37	correct	left	male
168.4332	0.5084	succesful_stop	0.9	n/a	n/a	right	female
173.4332	0.5083	go	n/a	2.209	correct	right	female
177.4414	0.5084	go	n/a	1.575	correct	right	female
180.9497	0.5083	go	n/a	1.614	correct	right	female
184.958	0.5083	go	n/a	1.146	correct	left	male
188.4746	0.5083	go	n/a	1.304	correct	right	female
192.9745	0.5084	unsuccesful_stop	0.95	1.03	correct	left	male
197.9828	0.5083	succesful_stop	1.0	n/a	n/a	right	female
201.9911	0.5083	go	n/a	1.577	correct	left	male
210.0076	0.5083	succesful_stop	1.05	n/a	n/a	right	male
213.0159	0.5083	go	n/a	1.587	correct	left	male
217.0242	0.5083	go	n/a	1.956	correct	right	female
221.5325	0.5083	succesful_stop	1.1	n/a	n/a	right	male
225.5407	0.5084	go	n/a	1.642	correct	left	male
229.549	0.5083	go	n/a	2.042	correct	left	male
237.5655	0.5084	go	n/a	2.085	correct	right	female
241.5738	0.5083	go	n/a	1.706	correct	left	male
246.0821	0.5083	go	n/a	1.774	incorrect	left	female
248.5987	0.5083	go	n/a	1.782	correct	left	male
254.0986	0.5084	go	n/a	1.76	correct	left	male
256.6153	0.5083	go	n/a	1.994	correct	right	female
