onset	duration	trial_type	stop_signal_delay	response_time	response_accuracy	response_hand	sex
1.0151	0.5084	go	n/a	0.801	correct	left	male
5.0234	0.5083	go	n/a	0.517	correct	right	female
8.04	0.5083	go	n/a	0.417	correct	left	male
12.5399	0.5083	succesful_stop	0.2	n/a	n/a	right	female
16.0565	0.5083	go	n/a	0.883	correct	right	female
20.0648	0.5083	succesful_stop	0.25	n/a	n/a	right	female
25.5646	0.5084	go	n/a	0.743	correct	right	female
28.0813	0.5083	go	n/a	0.838	correct	right	female
32.5812	0.5083	go	n/a	0.586	correct	right	female
36.5894	0.5084	go	n/a	0.66	correct	left	male
41.5977	0.5083	go	n/a	0.778	correct	right	female
44.6059	0.5084	go	n/a	0.513	correct	right	female
49.1142	0.5083	go	n/a	0.578	correct	right	female
52.6224	0.5084	go	n/a	0.494	correct	left	male
56.6307	0.5083	succesful_stop	0.3	n/a	n/a	right	female
60.1473	0.5083	go	n/a	0.613	incorrect	left	female
64.1555	0.5084	go	n/a	0.483	correct	right	female
68.1638	0.5083	go	n/a	0.539	correct	left	male
77.6719	0.5084	succesful_stop	0.35	n/a	n/a	right	male
81.1802	0.5083	go	n/a	0.544	correct	left	male
84.1968	0.5083	unsuccesful_stop	0.4	0.459	correct	left	male
88.2051	0.5083	go	n/a	1.359	correct	left	male
93.7049	0.5084	go	n/a	0.481	correct	left	male
97.2132	0.5083	go	n/a	0.575	correct	left	male
100.7215	0.5083	go	n/a	0.549	correct	left	male
105.2297	0.5083	go	n/a	0.454	correct	left	male
108.2463	0.5083	go	n/a	0.407	correct	right	female
113.2462	0.5083	go	n/a	0.499	correct	left	male
116.2628	0.5084	go	n/a	0.432	correct	left	male
120.7627	0.5084	go	n/a	0.542	correct	right	female
128.7792	0.5084	unsuccesful_stop	0.45	0.572	correct	right	female
133.7875	0.5083	go	n/a	0.513	correct	left	male
137.7957	0.5083	unsuccesful_stop	0.5	0.464	correct	left	male
141.304	0.5083	succesful_stop	0.55	n/a	n/a	right	male
144.3206	0.5083	go	n/a	0.67	correct	left	male
152.8288	0.5083	go	n/a	0.794	correct	left	male
161.8452	0.5084	go	n/a	0.658	correct	left	male
164.3619	0.5083	go	n/a	0.628	correct	right	female
169.8617	0.5084	unsuccesful_stop	0.6	0.539	correct	left	male
172.87	0.5083	unsuccesful_stop	0.65	0.807	correct	right	female
177.8783	0.5083	unsuccesful_stop	0.7	0.83	correct	left	male
181.8865	0.5083	go	n/a	1.047	correct	right	female
185.3948	0.5083	unsuccesful_stop	0.7	0.9	correct	right	female
188.903	0.5084	succesful_stop	0.65	n/a	n/a	right	male
192.4196	0.5084	go	n/a	1.162	correct	left	male
197.9195	0.5083	go	n/a	1.054	correct	right	female
200.4361	0.5084	go	n/a	1.211	correct	right	female
204.4444	0.5083	go	n/a	0.925	correct	left	male
213.4525	0.5084	succesful_stop	0.65	n/a	n/a	right	female
217.4608	0.5083	go	n/a	1.047	correct	right	female
220.9691	0.5083	go	n/a	0.997	correct	right	female
224.4857	0.5083	succesful_stop	0.7	n/a	n/a	right	male
229.9855	0.5084	go	n/a	1.033	correct	left	male
233.4938	0.5083	go	n/a	1.068	correct	left	male
236.5104	0.5083	go	n/a	1.042	correct	right	female
240.5187	0.5083	unsuccesful_stop	0.75	0.938	correct	right	female
245.5186	0.5083	succesful_stop	0.8	n/a	n/a	right	male
249.0268	0.5083	succesful_stop	0.85	n/a	n/a	right	female
252.5434	0.5083	go	n/a	1.147	correct	right	female
256.5517	0.5083	go	n/a	0.996	correct	left	male
260.5599	0.5083	go	n/a	0.939	incorrect	left	female
265.0598	0.5084	go	n/a	0.88	correct	left	male
269.5681	0.5083	unsuccesful_stop	0.9	0.87	correct	right	female
273.0763	0.5084	go	n/a	1.291	correct	left	male
277.5846	0.5083	go	n/a	1.097	correct	left	male
280.6012	0.5083	unsuccesful_stop	0.95	1.065	correct	left	male
285.6011	0.5083	go	n/a	1.338	correct	left	male
290.1093	0.5084	unsuccesful_stop	1.0	1.041	correct	left	male
294.1176	0.5083	succesful_stop	1.0	n/a	n/a	right	female
298.1258	0.5084	succesful_stop	1.05	n/a	n/a	right	male
300.6425	0.5083	succesful_stop	1.1	n/a	n/a	right	male
304.6507	0.5083	go	n/a	1.308	correct	left	male
309.1506	0.5083	go	n/a	1.269	correct	left	male
317.6671	0.5083	go	n/a	1.135	correct	right	female
322.1754	0.5083	go	n/a	1.017	correct	left	male
325.6836	0.5083	go	n/a	1.014	correct	right	female
329.6919	0.5083	go	n/a	0.866	correct	right	female
334.2001	0.5083	go	n/a	0.959	correct	left	male
336.7167	0.5084	go	n/a	1.225	correct	right	female
340.725	0.5083	go	n/a	0.5	correct	left	male
345.2249	0.5083	unsuccesful_stop	1.15	0.496	correct	right	female
348.7415	0.5083	succesful_stop	1.2	n/a	n/a	right	female
354.2414	0.5083	unsuccesful_stop	1.25	1.429	correct	left	male
357.2496	0.5084	succesful_stop	1.3	n/a	n/a	right	male
366.2661	0.5084	go	n/a	1.675	correct	right	female
372.791	0.5083	unsuccesful_stop	1.35	0.942	correct	right	female
377.2909	0.5083	go	n/a	1.613	correct	right	female
381.2992	0.5083	go	n/a	1.057	correct	left	male
384.8158	0.5083	go	n/a	1.589	correct	right	female
390.3156	0.5084	unsuccesful_stop	1.4	0.729	correct	right	female
392.8323	0.5083	go	n/a	1.006	correct	left	male
396.8405	0.5083	go	n/a	0.835	correct	left	male
402.3404	0.5083	go	n/a	1.061	correct	left	male
409.8569	0.5083	succesful_stop	1.45	n/a	n/a	right	female
413.3652	0.5083	unsuccesful_stop	1.5	0.676	correct	left	male
418.3734	0.5083	go	n/a	1.585	correct	left	male
422.3817	0.5083	go	n/a	1.086	correct	right	female
426.3899	0.5083	go	n/a	1.345	correct	right	female
433.4064	0.5084	go	n/a	1.118	correct	right	female
437.9147	0.5083	unsuccesful_stop	1.55	1.022	correct	right	female
