onset	duration	trial_type	stop_signal_delay	response_time	response_accuracy	response_hand	sex
1.5136	0.5083	go	n/a	0.485	correct	right	female
5.5218	0.5083	go	n/a	0.606	correct	left	male
8.5301	0.5083	go	n/a	0.529	correct	left	male
13.0383	0.5083	succesful_stop	0.2	n/a	n/a	right	male
17.0465	0.5084	go	n/a	0.448	correct	right	female
20.0631	0.5083	succesful_stop	0.25	n/a	n/a	right	female
24.563	0.5083	unsuccesful_stop	0.3	0.488	correct	right	female
29.0712	0.5083	succesful_stop	0.35	n/a	n/a	right	female
33.5794	0.5084	go	n/a	0.53	correct	left	male
37.5877	0.5083	unsuccesful_stop	0.4	0.557	correct	right	female
41.5959	0.5083	go	n/a	0.845	correct	right	female
49.6123	0.5084	succesful_stop	0.45	n/a	n/a	right	female
53.6206	0.5083	go	n/a	0.837	correct	right	female
57.1288	0.5083	go	n/a	0.507	correct	left	male
61.637	0.5083	go	n/a	0.573	correct	left	male
65.6453	0.5083	go	n/a	0.984	correct	right	female
68.1619	0.5083	unsuccesful_stop	0.5	0.493	correct	left	male
76.1783	0.5083	succesful_stop	0.55	n/a	n/a	right	male
80.1865	0.5084	succesful_stop	0.6	n/a	n/a	right	female
84.6864	0.5083	go	n/a	0.802	correct	right	female
89.1946	0.5083	unsuccesful_stop	0.65	0.58	correct	left	male
92.2112	0.5083	succesful_stop	0.7	n/a	n/a	right	male
101.7193	0.5083	go	n/a	0.795	correct	right	female
105.2275	0.5084	go	n/a	0.819	correct	left	male
108.7358	0.5083	go	n/a	0.75	correct	right	female
113.744	0.5083	unsuccesful_stop	0.75	0.832	correct	left	male
117.7522	0.5083	go	n/a	1.3	correct	left	male
120.7605	0.5083	go	n/a	0.857	correct	left	male
124.7687	0.5083	go	n/a	1.383	correct	left	male
129.2769	0.5083	go	n/a	0.938	correct	left	male
133.2851	0.5083	go	n/a	0.972	correct	left	male
137.2934	0.5083	unsuccesful_stop	0.8	0.553	correct	right	female
144.3182	0.5083	go	n/a	0.842	correct	left	male
153.3263	0.5083	unsuccesful_stop	0.85	0.904	correct	left	male
157.3345	0.5083	unsuccesful_stop	0.9	0.939	correct	left	male
161.3427	0.5083	go	n/a	1.076	correct	right	female
165.8509	0.5083	unsuccesful_stop	0.9	0.96	correct	left	male
168.8592	0.5083	unsuccesful_stop	0.85	0.939	correct	right	female
172.3758	0.5083	go	n/a	1.2	correct	right	female
177.3756	0.5083	go	n/a	1.075	correct	right	female
181.8838	0.5084	go	n/a	1.065	correct	right	female
184.8921	0.5083	go	n/a	0.948	correct	right	female
188.9003	0.5083	succesful_stop	0.8	n/a	n/a	right	male
193.4085	0.5083	go	n/a	1.342	correct	left	male
197.9167	0.5084	go	n/a	1.193	correct	left	male
201.425	0.5083	go	n/a	0.838	correct	right	female
204.4416	0.5083	succesful_stop	0.75	n/a	n/a	right	female
208.4498	0.5083	succesful_stop	0.75	n/a	n/a	right	male
212.458	0.5083	go	n/a	1.364	correct	left	male
