onset	duration	trial_type	stop_signal_delay	response_time	response_accuracy	response_hand	sex
0.0879	0.5083	go	n/a	0.707	correct	left	male
5.0877	0.5084	go	n/a	0.864	correct	left	male
8.1043	0.5083	go	n/a	0.874	correct	left	male
17.1124	0.5083	go	n/a	1.026	correct	left	male
20.129	0.5083	go	n/a	0.997	correct	left	male
25.6289	0.5083	go	n/a	0.758	correct	right	female
29.6371	0.5083	go	n/a	0.87	correct	right	female
33.1453	0.5084	succesful_stop	0.2	n/a	n/a	right	male
36.6536	0.5083	go	n/a	0.793	correct	right	female
40.1702	0.5083	unsuccesful_stop	0.25	0.573	correct	left	male
48.6783	0.5083	go	n/a	0.808	correct	left	male
52.6865	0.5083	succesful_stop	0.3	n/a	n/a	right	female
57.1947	0.5083	succesful_stop	0.35	n/a	n/a	right	female
60.2113	0.5083	succesful_stop	0.4	n/a	n/a	right	female
65.7112	0.5083	succesful_stop	0.45	n/a	n/a	right	male
69.2194	0.5083	succesful_stop	0.5	n/a	n/a	right	male
73.2276	0.5083	unsuccesful_stop	0.55	0.722	correct	right	female
77.7358	0.5084	succesful_stop	0.6	n/a	n/a	right	female
84.2607	0.5083	go	n/a	0.869	correct	left	male
88.2689	0.5083	unsuccesful_stop	0.65	0.701	correct	left	male
92.7688	0.5083	go	n/a	0.829	correct	right	female
96.777	0.5083	go	n/a	0.81	correct	left	male
100.7852	0.5084	go	n/a	0.764	correct	right	female
104.3018	0.5083	go	n/a	0.822	correct	right	female
108.8017	0.5083	go	n/a	0.803	correct	left	male
113.3099	0.5083	go	n/a	0.757	correct	left	male
116.8182	0.5083	go	n/a	0.847	correct	left	male
121.8264	0.5083	unsuccesful_stop	0.7	0.759	correct	right	female
125.8346	0.5083	go	n/a	1.195	correct	right	female
129.8428	0.5083	go	n/a	0.799	correct	left	male
133.8511	0.5083	unsuccesful_stop	0.75	0.762	correct	right	female
137.3593	0.5083	go	n/a	0.85	correct	right	female
141.3675	0.5083	unsuccesful_stop	0.8	0.858	correct	left	male
144.8758	0.5083	go	n/a	1.104	correct	right	female
149.884	0.5083	unsuccesful_stop	0.85	0.787	correct	left	male
153.8922	0.5083	go	n/a	0.811	correct	right	female
157.9004	0.5084	go	n/a	0.824	correct	left	male
161.4087	0.5083	go	n/a	1.083	correct	left	male
165.4169	0.5083	go	n/a	1.164	correct	left	male
168.4335	0.5083	unsuccesful_stop	0.9	1.162	correct	right	female
173.4334	0.5083	go	n/a	1.148	correct	right	female
177.4416	0.5083	go	n/a	1.001	correct	right	female
180.9498	0.5083	go	n/a	0.825	correct	right	female
184.9581	0.5083	go	n/a	0.632	correct	left	male
188.4746	0.5084	go	n/a	0.782	correct	right	female
192.9745	0.5083	succesful_stop	0.9	n/a	n/a	right	male
197.9827	0.5083	unsuccesful_stop	0.95	0.764	correct	right	female
201.9909	0.5084	go	n/a	0.813	correct	left	male
210.0074	0.5083	succesful_stop	0.95	n/a	n/a	right	male
213.0157	0.5083	go	n/a	1.234	correct	left	male
217.0239	0.5083	go	n/a	1.15	correct	right	female
