onset	duration	trial_type	stop_signal_delay	response_time	response_accuracy	response_hand	sex
0.5972	0.5084	go	n/a	1.216	correct	right	female
4.1138	0.5083	succesful_stop	0.2	n/a	n/a	right	female
9.1137	0.5083	go	n/a	0.982	correct	left	male
12.1303	0.5083	succesful_stop	0.25	n/a	n/a	right	female
17.1301	0.5084	go	n/a	1.225	correct	right	female
20.6384	0.5083	go	n/a	0.889	correct	left	male
24.1549	0.5084	succesful_stop	0.3	n/a	n/a	right	male
28.1632	0.5083	succesful_stop	0.35	n/a	n/a	right	female
33.163	0.5084	go	n/a	0.877	correct	left	male
36.1796	0.5083	go	n/a	0.771	correct	right	female
41.1795	0.5083	go	n/a	0.772	correct	right	female
45.1877	0.5083	go	n/a	0.98	correct	right	female
49.6959	0.5084	go	n/a	1.0	correct	right	female
52.7042	0.5083	go	n/a	1.052	correct	left	male
56.7124	0.5083	go	n/a	0.851	correct	left	male
60.7206	0.5084	go	n/a	1.127	correct	right	female
65.7288	0.5084	succesful_stop	0.4	n/a	n/a	right	male
69.2371	0.5083	go	n/a	0.61	correct	left	male
72.2537	0.5083	go	n/a	0.715	correct	right	female
77.2535	0.5084	succesful_stop	0.45	n/a	n/a	right	female
84.77	0.5083	unsuccesful_stop	0.5	0.708	correct	left	male
88.7782	0.5084	succesful_stop	0.55	n/a	n/a	right	male
93.2864	0.5084	go	n/a	0.948	correct	left	male
97.7947	0.5083	succesful_stop	0.6	n/a	n/a	right	male
100.3113	0.5083	go	n/a	0.883	correct	right	female
104.8111	0.5084	go	n/a	0.977	correct	right	female
109.8193	0.5084	succesful_stop	0.65	n/a	n/a	right	male
113.8276	0.5083	go	n/a	0.949	correct	right	female
116.3442	0.5083	go	n/a	0.883	correct	right	female
121.344	0.5084	go	n/a	0.847	correct	left	male
125.3523	0.5083	unsuccesful_stop	0.7	1.158	correct	right	female
129.8605	0.5083	go	n/a	1.2	correct	left	male
132.3771	0.5083	succesful_stop	0.75	n/a	n/a	right	male
137.3769	0.5084	unsuccesful_stop	0.8	0.873	correct	left	male
140.8852	0.5083	go	n/a	1.343	correct	left	male
145.8934	0.5083	go	n/a	1.291	correct	right	female
149.9016	0.5083	go	n/a	1.062	correct	left	male
152.9099	0.5083	go	n/a	0.966	correct	left	male
157.4181	0.5083	go	n/a	1.179	correct	right	female
160.4347	0.5083	succesful_stop	0.85	n/a	n/a	right	male
169.4427	0.5084	unsuccesful_stop	0.9	1.076	correct	left	male
173.951	0.5083	go	n/a	1.659	correct	right	female
176.9592	0.5083	go	n/a	1.337	correct	left	male
180.4758	0.5083	go	n/a	1.377	correct	right	female
184.9757	0.5083	go	n/a	1.261	correct	right	female
189.4839	0.5083	go	n/a	1.177	correct	left	male
192.5005	0.5083	go	n/a	1.457	correct	right	female
197.5003	0.5083	go	n/a	1.339	correct	right	female
201.5086	0.5083	go	n/a	1.812	correct	right	female
205.5168	0.5083	go	n/a	1.735	incorrect	left	female
210.025	0.5083	go	n/a	1.25	correct	left	male
217.5415	0.5083	go	n/a	1.468	correct	left	male
221.5497	0.5083	go	n/a	1.032	correct	left	male
225.0579	0.5084	succesful_stop	0.95	n/a	n/a	right	female
229.0662	0.5083	go	n/a	1.192	correct	left	male
233.5744	0.5083	go	n/a	1.385	correct	left	male
237.5826	0.5083	go	n/a	1.438	correct	left	male
241.0908	0.5084	go	n/a	1.439	correct	right	female
244.6074	0.5083	go	n/a	1.543	correct	left	male
249.1073	0.5083	go	n/a	1.482	correct	right	female
253.1155	0.5083	succesful_stop	1.0	n/a	n/a	right	female
257.1238	0.5083	go	n/a	1.256	correct	left	male
262.132	0.5083	go	n/a	1.779	correct	right	female
265.6402	0.5083	go	n/a	2.615	incorrect	right	male
269.1484	0.5084	go	n/a	1.55	correct	left	male
273.1567	0.5083	succesful_stop	1.05	n/a	n/a	right	female
277.1649	0.5083	go	n/a	1.897	correct	right	female
280.6815	0.5083	go	n/a	2.355	correct	right	female
286.1813	0.5083	go	n/a	1.781	correct	right	female
288.6979	0.5083	go	n/a	1.775	correct	right	female
294.1978	0.5083	go	n/a	1.278	correct	left	male
298.206	0.5083	go	n/a	1.538	correct	right	female
