onset	duration	trial_type	stop_signal_delay	response_time	response_accuracy	response_hand	sex
1.5305	0.5083	go	n/a	0.998	correct	left	male
4.0471	0.5083	go	n/a	1.075	correct	left	male
13.5551	0.5083	go	n/a	1.602	correct	right	female
16.5634	0.5083	go	n/a	1.172	correct	right	female
21.0716	0.5083	succesful_stop	0.2	n/a	n/a	right	male
24.5798	0.5083	go	n/a	1.064	correct	left	male
29.588	0.5083	succesful_stop	0.25	n/a	n/a	right	female
33.0962	0.5083	go	n/a	1.101	correct	right	female
37.1044	0.5083	go	n/a	1.192	correct	right	female
40.6127	0.5083	go	n/a	1.156	correct	left	male
45.1209	0.5083	go	n/a	1.113	correct	left	male
49.6291	0.5083	go	n/a	1.176	correct	left	male
52.1457	0.5083	succesful_stop	0.3	n/a	n/a	right	female
56.6455	0.5083	go	n/a	1.014	correct	left	male
60.6537	0.5084	go	n/a	1.11	correct	left	male
64.662	0.5083	go	n/a	1.068	correct	left	male
68.1785	0.5083	go	n/a	1.393	correct	left	male
73.6784	0.5083	go	n/a	1.043	correct	right	female
80.6948	0.5083	go	n/a	1.243	correct	left	male
84.2114	0.5083	go	n/a	0.907	correct	left	male
88.2196	0.5083	go	n/a	1.004	correct	right	female
92.7195	0.5083	go	n/a	1.241	correct	right	female
97.2277	0.5083	go	n/a	1.182	correct	left	male
100.2442	0.5084	go	n/a	1.132	correct	right	female
105.7441	0.5083	go	n/a	1.225	correct	right	female
108.7523	0.5084	succesful_stop	0.35	n/a	n/a	right	female
113.2605	0.5084	succesful_stop	0.4	n/a	n/a	right	male
117.7687	0.5084	go	n/a	1.305	correct	right	female
121.777	0.5083	succesful_stop	0.45	n/a	n/a	right	female
125.2852	0.5083	go	n/a	1.069	correct	left	male
128.7934	0.5083	go	n/a	1.33	incorrect	left	female
132.8016	0.5083	go	n/a	1.027	correct	right	female
137.8098	0.5083	succesful_stop	0.5	n/a	n/a	right	male
141.818	0.5084	go	n/a	1.042	correct	right	female
148.8345	0.5083	succesful_stop	0.55	n/a	n/a	right	female
157.3509	0.5083	go	n/a	1.054	correct	left	male
161.3591	0.5083	go	n/a	1.249	correct	left	male
165.3673	0.5084	go	n/a	1.121	correct	right	female
168.3839	0.5083	succesful_stop	0.6	n/a	n/a	right	female
172.3921	0.5084	succesful_stop	0.65	n/a	n/a	right	male
181.4002	0.5083	go	n/a	1.011	correct	left	male
185.9084	0.5083	go	n/a	0.955	correct	right	female
189.4166	0.5084	succesful_stop	0.7	n/a	n/a	right	female
193.4249	0.5083	unsuccesful_stop	0.75	1.043	correct	left	male
196.4414	0.5084	go	n/a	1.095	correct	left	male
200.9413	0.5083	succesful_stop	0.8	n/a	n/a	right	female
204.9495	0.5083	go	n/a	1.064	correct	right	female
208.4661	0.5083	succesful_stop	0.85	n/a	n/a	right	male
213.9659	0.5083	go	n/a	1.256	correct	left	male
216.9742	0.5083	go	n/a	1.245	correct	right	female
221.4824	0.5083	go	n/a	1.464	correct	left	male
224.4989	0.5084	succesful_stop	0.9	n/a	n/a	right	female
229.9988	0.5083	go	n/a	1.416	correct	right	female
234.007	0.5083	succesful_stop	0.95	n/a	n/a	right	female
237.5152	0.5084	unsuccesful_stop	1.0	1.121	correct	left	male
241.0235	0.5083	succesful_stop	1.05	n/a	n/a	right	male
246.0316	0.5084	go	n/a	1.273	incorrect	left	female
249.0399	0.5083	go	n/a	1.377	correct	right	female
253.5481	0.5083	go	n/a	1.804	incorrect	left	female
256.5647	0.5083	succesful_stop	1.1	n/a	n/a	right	male
264.5811	0.5083	go	n/a	1.672	incorrect	left	female
269.581	0.5083	go	n/a	1.423	correct	right	female
274.0892	0.5083	unsuccesful_stop	1.15	1.368	correct	right	female
281.6056	0.5083	go	n/a	1.559	incorrect	left	female
286.1138	0.5083	go	n/a	1.574	correct	right	female
289.622	0.5084	succesful_stop	1.2	n/a	n/a	right	female
293.1303	0.5083	go	n/a	1.153	correct	left	male
297.6385	0.5083	go	n/a	1.525	correct	left	male
300.6551	0.5083	go	n/a	1.461	correct	right	female
305.1549	0.5083	go	n/a	1.778	correct	left	male
309.1631	0.5084	go	n/a	1.502	correct	right	female
314.1713	0.5083	go	n/a	1.605	correct	right	female
317.6796	0.5083	succesful_stop	1.25	n/a	n/a	right	male
322.1878	0.5083	unsuccesful_stop	1.3	1.376	correct	right	female
325.696	0.5083	succesful_stop	1.35	n/a	n/a	right	male
330.2042	0.5083	go	n/a	1.69	correct	right	female
333.2124	0.5083	go	n/a	1.76	correct	right	female
337.2206	0.5084	go	n/a	1.47	correct	right	female
342.2288	0.5084	go	n/a	1.21	incorrect	left	female
345.7371	0.5083	unsuccesful_stop	1.4	1.423	correct	right	female
349.7453	0.5083	go	n/a	1.827	correct	left	male
352.7619	0.5083	go	n/a	2.194	correct	left	male
357.7617	0.5083	succesful_stop	1.45	n/a	n/a	right	female
361.7699	0.5083	succesful_stop	1.5	n/a	n/a	right	male
365.7781	0.5084	go	n/a	1.79	correct	left	male
374.2946	0.5083	go	n/a	1.926	correct	right	female
376.8112	0.5083	go	n/a	1.782	correct	left	male
381.311	0.5083	succesful_stop	1.55	n/a	n/a	right	male
385.3192	0.5084	go	n/a	2.091	correct	right	female
389.8274	0.5084	go	n/a	2.59	incorrect	left	female
393.8357	0.5083	go	n/a	2.075	correct	right	female
397.3439	0.5083	go	n/a	2.363	correct	right	female
402.3521	0.5083	go	n/a	1.948	incorrect	left	female
409.3685	0.5083	go	n/a	n/a	miss	right	male
415.885	0.5083	go	n/a	1.48	correct	left	male
418.9016	0.5083	go	n/a	1.701	correct	right	female
423.4015	0.5083	go	n/a	1.977	correct	right	female
427.4097	0.5083	succesful_stop	1.6	n/a	n/a	right	female
432.4179	0.5083	succesful_stop	1.65	n/a	n/a	right	female
436.4261	0.5083	unsuccesful_stop	1.7	1.621	incorrect	left	female
